Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
56,6,Austria,530,522,+8,,2002-09-18
57,7,Chile,529,547,-18,,2002-09-18
58,1,Jamaica,529,527,+2,,2002-09-18
59,7,Peru,529,545,-16,,2002-09-18
60,7,Zimbabwe,525,510,+15,,2002-09-18
61,5,Ghana,522,529,-7,,2002-09-18
62,2,Angola,521,516,+5,,2002-09-18
63,2,Scotland,518,525,-7,,2002-09-18
64,7,Hungary,517,499,+18,,2002-09-18
65,1,Zambia,515,510,+5,,2002-09-18
66,3,Thailand,512,520,-8,,2002-09-18
67,11,Estonia,507,487,+20,,2002-09-18
68,2,Qatar,506,505,+1,,2002-09-18
69,10,United Arab Emirates,506,526,-20,,2002-09-18
70,1,Canada,503,505,-2,,2002-09-18
71,18,Georgia,499,536,-37,,2002-09-18
72,4,Guatemala,499,508,-9,,2002-09-18
73,6,Congo DR,498,486,+12,,2002-09-18
74,8,Algeria,495,481,+14,,2002-09-18
75,5,Burkina Faso,488,485,+3,,2002-09-18
76,13,Wales,487,445,+42,,2002-09-18
77,1,Kuwait,485,490,-5,,2002-09-18
78,6,Belarus,483,480,+3,,2002-09-18
79,5,Togo,482,492,-10,,2002-09-18
80,5,Venezuela,482,492,-10,,2002-09-18
81,9,Bolivia,480,497,-17,,2002-09-18
82,1,Cyprus,477,481,-4,,2002-09-18
83,6,Bosnia and Herzegovina,476,487,-11,,2002-09-18
84,11,Uzbekistan,475,493,-18,,2002-09-18
85,4,Liberia,473,482,-9,,2002-09-18
86,1,Cuba,471,480,-9,,2002-09-18
87,1,Haiti,469,473,-4,,2002-09-18
88,1,Mali,467,470,-3,,2002-09-18
89,7,Jordan,466,421,+45,,2002-09-18
90,1,FYR Macedonia,456,440,+16,,2002-09-18
91,6,Kenya,445,419,+26,,2002-09-18
92,4,El Salvador,443,449,-6,,2002-09-18
93,2,Syria,443,429,+14,,2002-09-18
94,2,Oman,439,440,-1,,2002-09-18
95,2,Albania,427,432,-5,,2002-09-18
96,10,Malawi,427,400,+27,,2002-09-18
97,5,Latvia,423,414,+9,,2002-09-18
98,8,Northern Ireland,420,444,-24,,2002-09-18
99,1,Armenia,419,416,+3,,2002-09-18
100,6,Indonesia,418,430,-12,,2002-09-18
101,2,Lithuania,414,418,-4,,2002-09-18
102,1,Congo,412,415,-3,,2002-09-18
103,1,Bahrain,409,409,-,,2002-09-18
104,6,Lebanon,408,418,-10,,2002-09-18
105,15,Libya,408,357,+51,,2002-09-18
106,3,Kazakhstan,404,413,-9,,2002-09-18
107,2,Moldova,398,405,-7,,2002-09-18
108,6,Uganda,392,373,+19,,2002-09-18
109,8,Azerbaijan,389,368,+21,,2002-09-18
110,3,Gabon,387,397,-10,,2002-09-18
111,1,Guinea,386,377,+9,,2002-09-18
112,10,Madagascar,383,355,+28,,2002-09-18
113,5,Namibia,383,396,-13,,2002-09-18
114,3,Tahiti,383,383,-,,2002-09-18
115,6,Vietnam,382,394,-12,,2002-09-18
116,6,Barbados,380,390,-10,,2002-09-18
117,2,Sudan,372,365,+7,,2002-09-18
118,5,Singapore,370,374,-4,,2002-09-18
119,4,Faroe Islands,369,354,+15,,2002-09-18
120,2,Malta,363,366,-3,,2002-09-18
121,6,Malaysia,360,369,-9,,2002-09-18
122,6,Panama,359,369,-10,,2002-09-18
123,1,Eswatini,359,352,+7,,2002-09-18
124,1,St. Kitts and Nevis,348,348,-,,2002-09-18
125,4,Turkmenistan,346,357,-11,,2002-09-18
126,4,India,344,332,+12,,2002-09-18
127,2,Mozambique,341,333,+8,,2002-09-18
128,1,St. Lucia,337,335,+2,,2002-09-18
129,3,Korea DPR,336,336,-,,2002-09-18
130,2,Mauritius,330,334,-4,,2002-09-18
131,1,Rwanda,322,315,+7,,2002-09-18
132,5,Botswana,317,306,+11,,2002-09-18
133,2,Fiji,316,324,-8,,2002-09-18
134,1,Grenada,312,312,-,,2002-09-18
135,1,Ethiopia,309,312,-3,,2002-09-18
136,2,Lesotho,309,298,+11,,2002-09-18
137,4,Burundi,307,313,-6,,2002-09-18
138,2,St. Vincent and the Grenadines,300,309,-9,,2002-09-18
139, ,Solomon Islands,289,294,-5,,2002-09-18
140, ,Andorra,285,286,-1,,2002-09-18
141,1,Sri Lanka,285,285,-,,2002-09-18
142,3,Suriname,283,260,+23,,2002-09-18
143,2,Yemen,280,286,-6,,2002-09-18
144, ,Sierra Leone,269,261,+8,,2002-09-18
145,5,Benin,266,235,+31,,2002-09-18
146,3,Hong Kong,255,264,-9,,2002-09-18
147,4,Liechtenstein,250,235,+15,,2002-09-18
148,1,Luxembourg,248,252,-4,,2002-09-18
149,3,Tanzania,248,254,-6,,2002-09-18
150,4,Gambia,247,215,+32,,2002-09-18
151,2,Palestine,238,238,-,,2002-09-18
152,4,Maldives,235,238,-3,,2002-09-18
153,11,Dominican Republic,224,187,+37,,2002-09-18
154,2,Bangladesh,222,228,-6,,2002-09-18
155,2,Myanmar,214,220,-6,,2002-09-18
156,7,Cape Verde Islands,213,192,+21,,2002-09-18
157,2,Vanuatu,212,212,-,,2002-09-18
158, ,Belize,202,202,-,,2002-09-18
159,3,Tajikistan,200,207,-7,,2002-09-18
160, ,British Virgin Islands,199,199,-,,2002-09-18
161,4,Nepal,199,204,-5,,2002-09-18
162,1,Samoa,195,195,-,,2002-09-18
163,1,San Marino,195,195,-,,2002-09-18
164,5,Antigua and Barbuda,194,200,-6,,2002-09-18
165,3,Chinese Taipei,182,182,-,,2002-09-18
166,1,Laos,181,186,-5,,2002-09-18
167, ,Kyrgyz Republic,180,185,-5,,2002-09-18
168,2,Dominica,179,185,-6,,2002-09-18
169, ,Bermuda,175,179,-4,,2002-09-18
170,1,Eritrea,175,177,-2,,2002-09-18
171,1,Cayman Islands,172,177,-5,,2002-09-18
172,4,Guyana,167,153,+14,,2002-09-18
173, ,Papua New Guinea,166,163,+3,,2002-09-18
174,2,Cambodia,163,167,-4,,2002-09-18
175,1,Chad,157,159,-2,,2002-09-18
176,1,Tonga,157,157,-,,2002-09-18
177, ,Guinea-Bissau,143,145,-2,,2002-09-18
178, ,Philippines,134,138,-4,,2002-09-18
179, ,Cook Islands,130,133,-3,,2002-09-18
180,1,Pakistan,128,128,-,,2002-09-18
181,1,Mauritania,123,128,-5,,2002-09-18
183, ,Central African Republic,116,102,+14,,2002-09-18
184,2,Macau,100,103,-3,,2002-09-18
185,1,Bahamas,97,99,-2,,2002-09-18
186, ,Aruba,93,94,-1,,2002-09-18
187,9,Niger,91,62,+29,,2002-09-18
188,1,Sao Tome e Principe,91,93,-2,,2002-09-18
189,5,Seychelles,90,64,+26,,2002-09-18
190,2,Mongolia,87,88,-1,,2002-09-18
191,2,Nicaragua,82,83,-1,,2002-09-18
192,2,Brunei Darussalam,77,79,-2,,2002-09-18
193,2,Equatorial Guinea,73,73,-,,2002-09-18
194,2,Djibouti,70,71,-1,,2002-09-18
195,2,Somalia,65,65,-,,2002-09-18
196,1,Anguilla,63,63,-,,2002-09-18
197,1,US Virgin Islands,51,45,+6,,2002-09-18
198,1,Puerto Rico,48,50,-2,,2002-09-18
199, ,Bhutan,34,33,+1,,2002-09-18
200, ,Guam,22,23,-1,,2002-09-18
201, ,American Samoa,19,19,-,,2002-09-18
202, ,Turks and Caicos Islands,18,18,-,,2002-09-18
203, ,Montserrat,9,9,-,,2002-09-18
