Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
97,5,FYR Macedonia,364,331,+33, ,2012-09-05
98,8,Zimbabwe,358,328,+30, ,2012-09-05
99, ,Togo,356,342,+14, ,2012-09-05
100,4,Kuwait,348,359,-11, ,2012-09-05
101,1,Antigua and Barbuda,340,337,+3, ,2012-09-05
102,18,Bermuda,333,281,+52, ,2012-09-05
103,15,Dominican Republic,332,284,+48, ,2012-09-05
103,1,Sudan,332,329,+3, ,2012-09-05
105,1,Saudi Arabia,328,329,-1, ,2012-09-05
106,4,Luxembourg,326,303,+23, ,2012-09-05
107,1,Azerbaijan,324,308,+16, ,2012-09-05
107,4,Equatorial Guinea,324,302,+22, ,2012-09-05
109,2,Mozambique,312,316,-4, ,2012-09-05
110,5,Congo DR,311,291,+20, ,2012-09-05
111,6,Liberia,310,287,+23, ,2012-09-05
112,10,Bahrain,308,331,-23, ,2012-09-05
113, ,St. Kitts and Nevis,306,298,+8, ,2012-09-05
114,8,Ethiopia,303,273,+30, ,2012-09-05
115,2,Namibia,299,298,+1, ,2012-09-05
116,2,Chad,290,284,+6, ,2012-09-05
116,31,Lithuania,290,407,-117, ,2012-09-05
118,12,Iceland,283,250,+33, ,2012-09-05
119,17,Tahiti,282,214,+68, ,2012-09-05
120,5,Rwanda,278,264,+14, ,2012-09-05
120,1,United Arab Emirates,278,279,-1, ,2012-09-05
122,13,Guyana,276,307,-31, ,2012-09-05
123,11,Botswana,275,301,-26, ,2012-09-05
124,3,Lebanon,271,254,+17, ,2012-09-05
125,1,Kenya,268,259,+9, ,2012-09-05
126,11,Niger,267,291,-24, ,2012-09-05
127,4,Turkmenistan,266,266,-, ,2012-09-05
128,13,New Caledonia,261,200,+61, ,2012-09-05
129, ,Gambia,257,251,+6, ,2012-09-05
129,28,Northern Ireland,257,336,-79, ,2012-09-05
131,2,Thailand,244,234,+10, ,2012-09-05
132,4,Tanzania,243,253,-10, ,2012-09-05
133,2,Sao Tome e Principe,240,240,-, ,2012-09-05
134,1,Burundi,238,234,+4, ,2012-09-05
135,12,Cyprus,232,266,-34, ,2012-09-05
136,7,St. Vincent / Grenadines,225,196,+29, ,2012-09-05
137,1,Puerto Rico,210,210,-, ,2012-09-05
138,3,Suriname,207,229,-22, ,2012-09-05
139,3,Grenada,206,198,+8, ,2012-09-05
139,4,Malta,206,196,+10, ,2012-09-05
141,4,Moldova,204,213,-9, ,2012-09-05
142,3,Kazakhstan,196,195,+1, ,2012-09-05
142,2,Tajikistan,196,202,-6, ,2012-09-05
144,5,Nicaragua,195,203,-8, ,2012-09-05
145,13,Belize,188,236,-48, ,2012-09-05
146, ,Vietnam,183,183,-, ,2012-09-05
147,2,Cuba,175,171,+4, ,2012-09-05
148,1,Syria,170,180,-10, ,2012-09-05
149,1,Liechtenstein,168,177,-9, ,2012-09-05
150, ,Philippines,167,167,-, ,2012-09-05
151,1,Palestine,161,153,+8, ,2012-09-05
152,1,Yemen,154,154,-, ,2012-09-05
153,6,Solomon Islands,150,128,+22, ,2012-09-05
154,1,Faroe Islands,147,149,-2, ,2012-09-05
155, ,Fiji,146,146,-, ,2012-09-05
156,1,Malaysia,136,134,+2, ,2012-09-05
157,10,Lesotho,135,109,+26, ,2012-09-05
158,1,Aruba,134,134,-, ,2012-09-05
159,5,Hong Kong,133,147,-14, ,2012-09-05
159,2,Maldives,133,126,+7, ,2012-09-05
161,4,Curacao,129,114,+15, ,2012-09-05
161,1,Singapore,129,125,+4, ,2012-09-05
163,2,Madagascar,127,114,+13, ,2012-09-05
164,9,Samoa,124,93,+31, ,2012-09-05
165,1,Afghanistan,122,122,-, ,2012-09-05
166,4,Nepal,121,125,-4, ,2012-09-05
167,11,Vanuatu,113,142,-29, ,2012-09-05
168,9,Indonesia,111,128,-17, ,2012-09-05
169,1,India,105,106,-1, ,2012-09-05
170,1,Bangladesh,103,103,-, ,2012-09-05
171,2,Guinea-Bissau,98,103,-5, ,2012-09-05
172,2,Tonga,87,87,-, ,2012-09-05
173,9,American Samoa,85,61,+24, ,2012-09-05
174,2,Dominica,84,95,-11, ,2012-09-05
175,4,Barbados,81,100,-19, ,2012-09-05
176,1,Chinese Taipei,79,83,-4, ,2012-09-05
177,1,Pakistan,72,72,-, ,2012-09-05
178, ,US Virgin Islands,70,70,-, ,2012-09-05
179, ,Sri Lanka,68,68,-, ,2012-09-05
180, ,Bahamas,66,66,-, ,2012-09-05
181,5,Cayman Islands,65,72,-7, ,2012-09-05
182,1,Mongolia,55,55,-, ,2012-09-05
183,1,Myanmar,52,50,+2, ,2012-09-05
184,3,St. Lucia,50,45,+5, ,2012-09-05
185,2,Eritrea,45,45,-, ,2012-09-05
185,1,Guam,45,50,-5, ,2012-09-05
187,3,Somalia,43,43,-, ,2012-09-05
188,3,Cambodia,42,40,+2, ,2012-09-05
189,2,British Virgin Islands,40,40,-, ,2012-09-05
190,3,Comoros,39,39,-, ,2012-09-05
190,1,Seychelles,39,44,-5, ,2012-09-05
190,9,Swaziland,39,64,-25, ,2012-09-05
193,1,Laos,38,38,-, ,2012-09-05
193,7,Papua New Guinea,38,46,-8, ,2012-09-05
195,1,Cook Islands,28,25,+3, ,2012-09-05
196,2,Djibouti,24,24,-, ,2012-09-05
197,1,Kyrgyz Republic,20,25,-5, ,2012-09-05
197,2,South Sudan,20,20,-, ,2012-09-05
199,1,Andorra,15,15,-, ,2012-09-05
200,1,Macau,13,13,-, ,2012-09-05
200,6,Mauritius,13,38,-25, ,2012-09-05
202, ,Brunei Darussalam,5,5,-, ,2012-09-05
203, ,Anguilla,4,4,-, ,2012-09-05
204,1,Mauritania,3,4,-1, ,2012-09-05
205, ,Timor-Leste,2,2,-, ,2012-09-05
206, ,Bhutan,0,0,-, ,2012-09-05
206, ,Montserrat,0,0,-, ,2012-09-05
206, ,San Marino,0,0,-, ,2012-09-05
206, ,Turks and Caicos Islands,0,0,-, ,2012-09-05
