Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
1,1,Spain,1605,1563,+42,,2011-09-21
2,1,Netherlands,1571,1596,-25,,2011-09-21
3,2,Germany,1290,1330,-40,,2011-09-21
4,1,Uruguay,1184,1174,+10,,2011-09-21
5,3,Portugal,1158,1060,+98,,2011-09-21
6,1,Italy,1142,1110,+32,,2011-09-21
7,1,Brazil,1132,1156,-24,,2011-09-21
8,4,England,1089,1177,-88,,2011-09-21
9,1,Croatia,1057,1009,+48,,2011-09-21
10,1,Argentina,1024,1017,+7,,2011-09-21
11,3,Greece,1000,937,+63,,2011-09-21
12,3,France,956,918,+38,,2011-09-21
13,,Russia,954,940,+14,,2011-09-21
14,3,Chile,932,960,-28,,2011-09-21
15,,Japan,924,918,+6,,2011-09-21
16,1,Côte d'Ivoire,910,918,-8,,2011-09-21
17,4,Denmark,893,841,+52,,2011-09-21
18,12,Switzerland,886,757,+129,,2011-09-21
19,3,Australia,882,837,+45,,2011-09-21
20,,Mexico,866,864,+2,,2011-09-21
21,8,Serbia,855,784,+71,,2011-09-21
22,17,Bosnia and Herzegovina,839,656,+183,,2011-09-21
23,11,Norway,835,943,-108,,2011-09-21
24,1,Paraguay,825,807,+18,,2011-09-21
25,7,Sweden,792,889,-97,,2011-09-21
26,7,Montenegro,777,875,-98,,2011-09-21
27,18,Hungary,754,613,+141,,2011-09-21
27,3,Turkey,754,811,-57,,2011-09-21
29,4,Korea Republic,749,745,+4,,2011-09-21
29,2,Republic of Ireland,749,754,-5,,2011-09-21
31,3,USA,741,791,-50,,2011-09-21
32,3,Colombia,738,730,+8,,2011-09-21
33,10,Slovenia,732,816,-84,,2011-09-21
34,3,Belgium,729,675,+54,,2011-09-21
35,9,Peru,724,806,-82,,2011-09-21
36,2,Egypt,713,739,-26,,2011-09-21
37,1,Ghana,700,726,-26,,2011-09-21
38,6,Israel,677,746,-69,,2011-09-21
39,13,Slovakia,662,806,-144,,2011-09-21
40,2,Czech Republic,656,635,+21,,2011-09-21
41,1,Burkina Faso,651,646,+5,,2011-09-21
42,7,Senegal,614,591,+23,,2011-09-21
43,5,Nigeria,613,659,-46,,2011-09-21
44,27,Armenia,610,456,+154,,2011-09-21
45,2,Jamaica,606,623,-17,,2011-09-21
46,,Algeria,605,612,-7,,2011-09-21
47,3,Venezuela,598,615,-17,,2011-09-21
48,4,Cameroon,596,582,+14,,2011-09-21
49,5,Romania,584,558,+26,,2011-09-21
50,3,IR Iran,576,559,+17,,2011-09-21
51,4,South Africa,574,602,-28,,2011-09-21
52,3,Scotland,572,554,+18,,2011-09-21
53,3,Honduras,564,589,-25,,2011-09-21
53,9,Panama,564,524,+40,,2011-09-21
55,4,Bulgaria,558,586,-28,,2011-09-21
56,15,Belarus,554,645,-91,,2011-09-21
57,3,Costa Rica,549,530,+19,,2011-09-21
58,28,Estonia,537,374,+163,,2011-09-21
59,2,Morocco,534,529,+5,,2011-09-21
60,12,Ukraine,531,598,-67,,2011-09-21
61,4,Tunisia,526,546,-20,,2011-09-21
62,2,Libya,519,504,+15,,2011-09-21
62,19,Mali,519,408,+111,,2011-09-21
64,1,Georgia,499,522,-23,,2011-09-21
65, ,Poland,496,498,-2,,2011-09-21
66,8,Zimbabwe,490,434,+56,,2011-09-21
