Rank,Change,Team,Total_Points,Previous_Points,PlusMinus,Matches,Update_Date
67, ,Gabon,489,482,+7,,2011-09-21
68,24,Sierra Leone,488,348,+140,,2011-09-21
69,3,Ecuador,481,491,-10,,2011-09-21
70,11,Northern Ireland,477,545,-68,,2011-09-21
71,14,Albania,474,546,-72,,2011-09-21
72,7,Finland,471,416,+55,,2011-09-21
73,4,China PR,469,464,+5,,2011-09-21
74,10,Latvia,460,388,+72,,2011-09-21
75,19,Lithuania,459,552,-93,,2011-09-21
76,7,Guinea,447,464,-17,,2011-09-21
77,9,Austria,442,472,-30,,2011-09-21
78,5,Malawi,439,436,+3,,2011-09-21
79,3,Uzbekistan,421,401,+20,,2011-09-21
80,11,Trinidad and Tobago,414,355,+59,,2011-09-21
81,4,Bolivia,412,380,+32,,2011-09-21
82,2,Uganda,411,411,-,,2011-09-21
83,7,Zambia,409,427,-18,,2011-09-21
84,12,Angola,407,338,+69,,2011-09-21
85,7,Jordan,406,348,+58,,2011-09-21
86,10,Cyprus,398,427,-29,,2011-09-21
87,15,Canada,395,319,+76,,2011-09-21
88,13,El Salvador,390,431,-41,,2011-09-21
89,5,New Zealand,377,346,+31,,2011-09-21
90,27,Wales,374,251,+123,,2011-09-21
91,19,Cape Verde Islands,372,444,-72,,2011-09-21
92,9,Benin,370,394,-24,,2011-09-21
93,11,Niger,369,309,+60,,2011-09-21
94,4,FYR Macedonia,366,358,+8,,2011-09-21
95,17,Botswana,364,424,-60,,2011-09-21
95,26,Togo,364,242,+122,,2011-09-21
97,15,Azerbaijan,359,272,+87,,2011-09-21
97,10,Saudi Arabia,359,372,-13,,2011-09-21
99,4,Kuwait,352,341,+11,,2011-09-21
100,12,Qatar,350,364,-14,,2011-09-21
101,5,Antigua and Barbuda,345,308,+37,,2011-09-21
102,1,Bahrain,335,325,+10,,2011-09-21
103,4,Cuba,332,327,+5,,2011-09-21
103,5,Sudan,332,329,+3,,2011-09-21
105,2,Oman,319,312,+7,,2011-09-21
106,18,Iceland,316,232,+84,,2011-09-21
107,2,Iraq,307,293,+14,,2011-09-21
108,8,Haiti,305,259,+46,,2011-09-21
109,4,Guatemala,302,261,+41,,2011-09-21
109,12,Syria,302,337,-35,,2011-09-21
110,7,Central African Republic,296,309,-13,,2011-09-21
111,4,United Arab Emirates,287,299,-12,,2011-09-21
112,3,Suriname,286,285,+1,,2011-09-21
113,14,Luxembourg,284,211,+73,,2011-09-21
114,16,Mozambique,280,327,-47,,2011-09-21
115,2,Guyana,278,260,+18,,2011-09-21
116,3,Thailand,274,246,+28,,2011-09-21
117,1,Liechtenstein,270,247,+23,,2011-09-21
118,24,Namibia,269,169,+100,,2011-09-21
119,2,Grenada,265,249,+16,,2011-09-21
120,7,Korea DPR,258,260,-2,,2011-09-21
121,34,Moldova,255,364,-109,,2011-09-21
122,1,St. Kitts and Nevis,252,239,+13,,2011-09-21
123,29,Tajikistan,250,132,+118,,2011-09-21
124,18,Gambia,248,306,-58,,2011-09-21
125,15,Faroe Islands,244,273,-29,,2011-09-21
126,2,Tanzania,240,229,+11,,2011-09-21
127,5,Liberia,230,238,-8,,2011-09-21
128,2,Congo DR,225,222,+3,,2011-09-21
129,1,Vietnam,209,209,-,,2011-09-21
130,2,Kenya,200,198,+2,,2011-09-21
131,6,Kazakhstan,198,227,-29,,2011-09-21
132,7,Ethiopia,196,181,+15,,2011-09-21
133,14,Belize,195,146,+49,,2011-09-21
134,1,Nepal,193,193,-,,2011-09-21
135,7,Singapore,188,209,-21,,2011-09-21
136,4,Yemen,185,198,-13,,2011-09-21
137,1,Bangladesh,183,182,+1,,2011-09-21
138,6,Dominican Republic,182,198,-16,,2011-09-21
139,8,Indonesia,182,207,-25,,2011-09-21
140,4,Burundi,179,164,+15,,2011-09-21
141,1,Turkmenistan,179,179,-,,2011-09-21
142,5,Rwanda,178,192,-14,,2011-09-21
143,12,Congo,177,201,-24,,2011-09-21
144,1,Puerto Rico,173,167,+6,,2011-09-21
145,14,Lebanon,163,106,+57,,2011-09-21
146,6,Fiji,158,180,-22,,2011-09-21
147,1,Malaysia,158,158,-,,2011-09-21
148,13,Dominica,154,193,-39,,2011-09-21
149,3,Barbados,148,156,-8,,2011-09-21
150,2,US Virgin Islands,144,144,-,,2011-09-21
151,1,Bahamas,141,141,-,,2011-09-21
152,2,Equatorial Guinea,141,131,+10,,2011-09-21
153,13,Malta,138,102,+36,,2011-09-21
154,10,New Caledonia,128,104,+24,,2011-09-21
155,2,Hong Kong,124,131,-7,,2011-09-21
156,23,Nicaragua,124,75,+49,,2011-09-21
157,6,Madagascar,115,139,-24,,2011-09-21
158, ,St. Vincent / Grenadines,115,112,+3,,2011-09-21
159,25,Lesotho,113,40,+73,,2011-09-21
160,7,Chad,110,131,-21,,2011-09-21
161,5,Palestine,108,117,-9,,2011-09-21
162,13,Guinea-Bissau,106,142,-36,,2011-09-21
163,5,India,106,112,-6,,2011-09-21
163,3,Mongolia,106,106,-,,2011-09-21
164,4,Maldives,105,105,-,,2011-09-21
164,4,Philippines,105,105,-,,2011-09-21
166, ,Myanmar,98,99,-1,,2011-09-21
167,3,Swaziland,96,90,+6,,2011-09-21
168, ,Aruba,92,92,-,,2011-09-21
168, ,Pakistan,92,92,-,,2011-09-21
170,3,Chinese Taipei,89,97,-8,,2011-09-21
171,11,Vanuatu,88,105,-17,,2011-09-21
172,2,Cambodia,84,83,+1,,2011-09-21
172,2,Cayman Islands,84,90,-6,,2011-09-21
174,2,Sri Lanka,83,86,-3,,2011-09-21
175,2,Seychelles,82,85,-3,,2011-09-21
176,4,Comoros,75,68,+7,,2011-09-21
176,12,Curacao,75,103,-28,,2011-09-21
176,1,Kyrgyz Republic,75,79,-4,,2011-09-21
176,1,Solomon Islands,75,79,-4,,2011-09-21
180,2,Laos,71,71,-,,2011-09-21
181,2,Afghanistan,70,70,-,,2011-09-21
182,1,Tahiti,68,57,+11,,2011-09-21
183,1,St. Lucia,46,54,-8,,2011-09-21
184,11,Guam,36,10,+26,,2011-09-21
185,20,Papua New Guinea,34,0,+34,,2011-09-21
186, ,Mauritius,33,35,-2,,2011-09-21
187,4,Bermuda,30,40,-10,,2011-09-21
188,1,Eritrea,28,29,-1,,2011-09-21
189,4,British Virgin Islands,25,38,-13,,2011-09-21
189,1,Macau,25,25,-,,2011-09-21
191,3,Mauritania,23,27,-4,,2011-09-21
191, ,Somalia,23,23,-,,2011-09-21
193, ,Turks and Caicos Islands,13,13,-,,2011-09-21
194,2,Djibouti,12,12,-,,2011-09-21
195, ,Cook Islands,10,10,-,,2011-09-21
196,2,Anguilla,9,7,+2,,2011-09-21
196,1,Brunei Darussalam,9,9,-,,2011-09-21
198,1,Bhutan,6,6,-,,2011-09-21
199,1,Timor-Leste,3,3,-,,2011-09-21
199,7,Tonga,3,15,-12,,2011-09-21
201, ,American Samoa,0,0,-,,2011-09-21
201, ,Andorra,0,0,-,,2011-09-21
201, ,Montserrat,0,0,-,,2011-09-21
201,12,Samoa,0,26,-26,,2011-09-21
201, ,San Marino,0,0,-,,2011-09-21
206,1,Sao Tome e Principe,0,0,-,,2011-09-21
