,home_team,away_team,home_win,year
32752,Belgium,Slovenia,1,2010
32753,Burkina Faso,Togo,-1,2010
32754,Cameroon,Guinea,1,2010
32755,Colombia,Haiti,1,2010
32756,Costa Rica,Honduras,1,2010
32757,Cyprus,Slovakia,1,2010
32758,Egypt,Ghana,-1,2010
32759,El Salvador,Trinidad and Tobago,-1,2010
32760,Estonia,Kazakhstan,-1,2010
32761,France,Argentina,-1,2010
32762,Germany,Norway,-1,2010
32763,Greece,Denmark,-1,2010
32764,Iran,South Korea,-1,2010
32765,Republic of Ireland,Georgia,1,2010
32766,Israel,Hungary,1,2010
32767,Japan,Australia,-1,2010
32768,North Korea,Saudi Arabia,1,2010
32769,Kuwait,Azerbaijan,-1,2010
32770,Latvia,Armenia,-1,2010
32771,Libya,Uruguay,-1,2010
32772,Liechtenstein,Iceland,-1,2010
32773,North Macedonia,Moldova,-1,2010
32774,Malta,Albania,-1,2010
32775,Morocco,Czech Republic,-1,2010
32776,Mozambique,Malawi,1,2010
32777,Nigeria,Jamaica,-1,2010
32778,Peru,Paraguay,-1,2010
32779,Portugal,Finland,1,2010
32780,Romania,Croatia,-1,2010
32781,San Marino,Northern Ireland,-1,2010
32782,Serbia,Ukraine,-1,2010
32783,South Africa,Chile,-1,2010
32784,Spain,England,1,2010
32785,Switzerland,Bulgaria,-1,2010
32786,Tanzania,Zimbabwe,-1,2010
32787,Tunisia,Netherlands,-1,2010
32788,Turkey,Ivory Coast,-1,2010
32789,United States,Mexico,1,2010
32790,Uzbekistan,Bahrain,-1,2010
32791,Venezuela,Guatemala,1,2010
32792,Wales,Poland,-1,2010
32793,Australia,Kuwait,-1,2010
32794,Sudan,Uganda,-1,2010
32795,Guam,Mongolia,1,2010
32796,Macau,Northern Mariana Islands,1,2010
32797,Mexico,Bolivia,1,2010
32798,Nepal,Pakistan,1,2010
32799,Guam,Northern Mariana Islands,1,2010
32800,Macau,Mongolia,-1,2010
32801,Iran,Kenya,1,2010
32802,Nepal,Sri Lanka,1,2010
32803,Guam,Macau,-1,2010
32804,Northern Mariana Islands,Mongolia,-1,2010
32805,Qatar,Kuwait,1,2010
32806,Trinidad and Tobago,Panama,1,2010
32807,Namibia,Botswana,-1,2010
32808,Syria,Qatar,-1,2010
32809,Uganda,Malawi,1,2010
32810,Alderney,Guernsey,-1,2010
32811,Iceland,Faroe Islands,-1,2010
32812,Saudi Arabia,Iraq,-1,2010
32813,Bahrain,Zimbabwe,1,2010
32814,Kuwait,Iran,-1,2010
32815,Angola,Cape Verde,-1,2010
32816,Nepal,Palestine,-1,2010
32817,Albania,Hungary,-1,2010
32818,Argentina,Venezuela,1,2010
32819,Armenia,Estonia,-1,2010
32820,Belgium,Bosnia and Herzegovina,-1,2010
32821,Burkina Faso,Guinea,1,2010
32822,Cape Verde,Equatorial Guinea,1,2010
32823,Colombia,Bolivia,1,2010
32824,Cyprus,Georgia,1,2010
32825,El Salvador,United States,-1,2010
32826,England,Slovakia,1,2010
32827,Germany,Liechtenstein,1,2010
32828,Iran,Saudi Arabia,-1,2010
32829,Republic of Ireland,Bulgaria,-1,2010
32830,Israel,Greece,-1,2010
32831,Japan,Bahrain,1,2010
32832,Kenya,Tunisia,-1,2010
32833,North Korea,United Arab Emirates,1,2010
32834,South Korea,Iraq,1,2010
32835,Lithuania,France,-1,2010
32836,Luxembourg,Latvia,-1,2010
32837,Malta,Denmark,-1,2010
32838,Mexico,Costa Rica,1,2010
32839,Moldova,Switzerland,-1,2010
32840,Montenegro,Italy,-1,2010
32841,Morocco,Gabon,-1,2010
32842,Nepal,Kyrgyzstan,-1,2010
32843,Netherlands,Scotland,1,2010
32844,Northern Ireland,Poland,1,2010
32845,Oman,Senegal,1,2010
32846,Portugal,Sweden,-1,2010
32847,Romania,Serbia,-1,2010
32848,Russia,Azerbaijan,1,2010
32849,Rwanda,Algeria,-1,2010
32850,Slovenia,Czech Republic,-1,2010
32851,South Africa,Norway,1,2010
32852,Spain,Turkey,1,2010
32853,Sri Lanka,Maldives,-1,2010
32854,Sudan,Mali,-1,2010
32855,Thailand,New Zealand,1,2010
32856,Togo,Cameroon,1,2010
32857,Trinidad and Tobago,Honduras,-1,2010
32858,Uruguay,Paraguay,1,2010
32859,Uzbekistan,Qatar,1,2010
32860,Wales,Finland,-1,2010
32861,Mozambique,Nigeria,-1,2010
32862,Ivory Coast,Malawi,1,2010
32863,Ecuador,Brazil,-1,2010
32864,Peru,Chile,-1,2010
32865,Egypt,Zambia,-1,2010
32866,Ghana,Benin,1,2010
32867,Kyrgyzstan,Palestine,-1,2010
32868,Angola,Morocco,-1,2010
32869,Panama,Haiti,1,2010
32870,Portugal,South Africa,1,2010
32871,Venezuela,Colombia,1,2010
32872,Andorra,Croatia,-1,2010
32873,Australia,Uzbekistan,1,2010
32874,Austria,Romania,1,2010
32875,Bahrain,Qatar,1,2010
32876,Bosnia and Herzegovina,Belgium,1,2010
32877,Bulgaria,Cyprus,1,2010
32878,Costa Rica,El Salvador,1,2010
32879,Czech Republic,Slovakia,-1,2010
32880,Denmark,Albania,1,2010
32881,England,Ukraine,1,2010
32882,Estonia,Armenia,1,2010
32883,France,Lithuania,1,2010
32884,Georgia,Montenegro,-1,2010
32885,Greece,Israel,1,2010
32886,Honduras,Mexico,1,2010
32887,Hungary,Malta,1,2010
32888,Iran,Senegal,-1,2010
32889,Italy,Republic of Ireland,-1,2010
32890,Kazakhstan,Belarus,-1,2010
32891,South Korea,North Korea,1,2010
32892,Latvia,Luxembourg,1,2010
32893,Lebanon,Namibia,-1,2010
32894,Lesotho,Botswana,-1,2010
32895,Liechtenstein,Russia,-1,2010
32896,Netherlands,North Macedonia,1,2010
32897,Northern Ireland,Slovenia,1,2010
32898,Norway,Finland,1,2010
32899,Poland,San Marino,1,2010
32900,Saudi Arabia,United Arab Emirates,1,2010
32901,Scotland,Iceland,1,2010
32902,Serbia,Sweden,1,2010
32903,Switzerland,Moldova,1,2010
32904,Turkey,Spain,-1,2010
32905,United States,Trinidad and Tobago,1,2010
32906,Wales,Germany,-1,2010
32907,Bolivia,Argentina,1,2010
32908,Ecuador,Paraguay,-1,2010
32909,Chile,Uruguay,-1,2010
32910,Brazil,Peru,1,2010
32911,Angola,Namibia,-1,2010
32912,Pakistan,Taiwan,-1,2010
32913,Sri Lanka,Brunei,1,2010
32914,Brunei,Pakistan,-1,2010
32915,Macau,Mongolia,1,2010
32916,Sri Lanka,Pakistan,-1,2010
32917,Maldives,Turkmenistan,-1,2010
32918,Mongolia,Macau,1,2010
32919,Philippines,Bhutan,1,2010
32920,Bhutan,Turkmenistan,-1,2010
32921,Maldives,Philippines,1,2010
32922,Maldives,Bhutan,1,2010
32923,Turkmenistan,Philippines,1,2010
32924,French Guiana,Suriname,-1,2010
32925,Bangladesh,Cambodia,1,2010
32926,Myanmar,Macau,1,2010
32927,Bangladesh,Myanmar,-1,2010
32928,Macau,Cambodia,-1,2010
32929,Bangladesh,Macau,1,2010
32930,Myanmar,Cambodia,1,2010
32931,Guernsey,Jersey,-1,2010
32932,Tanzania,DR Congo,-1,2010
32933,Jordan,Zimbabwe,1,2010
32934,Venezuela,Costa Rica,-1,2010
32935,Argentina,Panama,1,2010
32936,Jamaica,Haiti,-1,2010
32937,Qatar,Saudi Arabia,1,2010
32938,El Salvador,Ecuador,1,2010
32939,Japan,Chile,1,2010
32940,Jordan,Congo,-1,2010
32941,Tunisia,Sudan,1,2010
32942,Belgium,Chile,-1,2010
32943,China PR,Germany,-1,2010
32944,Republic of Ireland,Nigeria,-1,2010
32945,Wales,Estonia,1,2010
32946,Cyprus,Canada,-1,2010
32947,El Salvador,Jamaica,-1,2010
32948,Oman,Egypt,-1,2010
32949,Bahrain,Congo,1,2010
32950,Ghana,Uganda,1,2010
32951,Japan,Belgium,1,2010
32952,Kuwait,Vietnam,-1,2010
32953,Malawi,Rwanda,1,2010
32954,Qatar,Iraq,1,2010
32955,China PR,Iran,1,2010
32956,Uzbekistan,Bosnia and Herzegovina,-1,2010
32957,France,Nigeria,-1,2010
32958,Turkey,Azerbaijan,1,2010
32959,United Arab Emirates,Germany,-1,2010
32960,Antigua and Barbuda,Guyana,1,2010
32961,Bahrain,Jordan,1,2010
32962,Costa Rica,United States,1,2010
32963,Tanzania,New Zealand,1,2010
32964,China PR,Saudi Arabia,-1,2010
32965,Antigua and Barbuda,French Guiana,-1,2010
32966,Czech Republic,Malta,1,2010
32967,France,Turkey,1,2010
32968,Albania,Portugal,-1,2010
32969,Argentina,Colombia,1,2010
32970,Azerbaijan,Wales,-1,2010
32971,Belarus,Andorra,1,2010
32972,Bolivia,Venezuela,-1,2010
32973,Botswana,New Zealand,-1,2010
32974,Bulgaria,Republic of Ireland,-1,2010
32975,Croatia,Ukraine,-1,2010
32976,Cyprus,Montenegro,-1,2010
32977,El Salvador,Mexico,1,2010
32978,Estonia,Equatorial Guinea,1,2010
32979,Finland,Liechtenstein,1,2010
32980,Gabon,Togo,1,2010
32981,Georgia,Moldova,-1,2010
32982,Iceland,Netherlands,-1,2010
32983,Italy,Northern Ireland,1,2010
32984,Kazakhstan,England,-1,2010
32985,North Korea,Iran,-1,2010
32986,Lithuania,Romania,-1,2010
32987,North Macedonia,Norway,-1,2010
32988,Malawi,Burkina Faso,-1,2010
32989,Namibia,DR Congo,1,2010
32990,Paraguay,Chile,-1,2010
32991,Qatar,Australia,-1,2010
32992,Serbia,Austria,1,2010
32993,Slovakia,San Marino,1,2010
32994,South Africa,Poland,1,2010
32995,Sweden,Denmark,-1,2010
32996,Trinidad and Tobago,Costa Rica,-1,2010
32997,Tunisia,Mozambique,1,2010
32998,United Arab Emirates,South Korea,-1,2010
32999,Uruguay,Brazil,-1,2010
33000,United States,Honduras,1,2010
33001,Uzbekistan,Japan,-1,2010
33002,Zambia,Rwanda,1,2010
33003,Corsica,Congo,-1,2010
33004,Cameroon,Morocco,-1,2010
33005,Guinea,Ivory Coast,-1,2010
33006,Guyana,French Guiana,-1,2010
33007,Jamaica,Panama,1,2010
33008,Peru,Ecuador,-1,2010
33009,Algeria,Egypt,1,2010
33010,Benin,Sudan,1,2010
33011,Mali,Ghana,-1,2010
33012,Nigeria,Kenya,1,2010
33013,Azerbaijan,Spain,-1,2010
33014,Bosnia and Herzegovina,Oman,1,2010
33015,Iraq,Poland,-1,2010
33016,Albania,Georgia,-1,2010
33017,Australia,Bahrain,1,2010
33018,Belarus,Moldova,-1,2010
33019,Brazil,Paraguay,1,2010
33020,Chile,Bolivia,1,2010
33021,Colombia,Peru,1,2010
33022,Ecuador,Argentina,1,2010
33023,England,Andorra,1,2010
33024,Estonia,Portugal,-1,2010
33025,Faroe Islands,Serbia,-1,2010
33026,Finland,Russia,-1,2010
33027,Honduras,El Salvador,1,2010
33028,Iran,United Arab Emirates,1,2010
33029,Italy,New Zealand,1,2010
33030,Japan,Qatar,-1,2010
33031,South Korea,Saudi Arabia,-1,2010
33032,North Macedonia,Iceland,1,2010
33033,Mexico,Trinidad and Tobago,1,2010
33034,Netherlands,Norway,1,2010
33035,Sweden,Malta,1,2010
33036,Ukraine,Kazakhstan,1,2010
33037,Venezuela,Uruguay,-1,2010
33038,Tonga,Cook Islands,-1,2010
33039,Ivory Coast,Cameroon,1,2010
33040,Tonga,Cook Islands,-1,2010
33041,Madagascar,Mayotte,1,2010
33042,New Zealand,Spain,-1,2010
33043,South Africa,Iraq,-1,2010
33044,Brazil,Egypt,1,2010
33045,United States,Italy,-1,2010
33046,Australia,Japan,1,2010
33047,Bahrain,Uzbekistan,1,2010
33048,South Korea,Iran,-1,2010
33049,Saudi Arabia,North Korea,-1,2010
33050,South Africa,New Zealand,1,2010
33051,Spain,Iraq,1,2010
33052,Egypt,Italy,1,2010
33053,United States,Brazil,-1,2010
33054,Haiti,Panama,-1,2010
33055,Eswatini,Lesotho,-1,2010
33056,Burkina Faso,Ivory Coast,-1,2010
33057,Iraq,New Zealand,-1,2010
33058,Kenya,Mozambique,1,2010
33059,Morocco,Togo,-1,2010
33060,South Africa,Spain,-1,2010
33061,Sudan,Ghana,-1,2010
33062,Tunisia,Nigeria,-1,2010
33063,Zambia,Algeria,-1,2010
33064,Egypt,United States,-1,2010
33065,Italy,Brazil,-1,2010
33066,Eswatini,Lesotho,-1,2010
33067,Guinea,Malawi,1,2010
33068,Mali,Benin,1,2010
33069,Padania,Occitania,1,2010
33070,Provence,Gozo,1,2010
33071,Haiti,Martinique,-1,2010
33072,Occitania,Iraqi Kurdistan,-1,2010
33073,Sápmi,Provence,-1,2010
33074,Mexico,Venezuela,1,2010
33075,Spain,United States,-1,2010
33076,Padania,Iraqi Kurdistan,1,2010
33077,Sápmi,Gozo,1,2010
33078,South Africa,Brazil,-1,2010
33079,Provence,Iraqi Kurdistan,-1,2010
33080,Padania,Sápmi,1,2010
33081,Occitania,Gozo,1,2010
33082,Provence,Sápmi,-1,2010
33083,Costa Rica,Venezuela,1,2010
33084,Haiti,Syria,-1,2010
33085,Padania,Iraqi Kurdistan,1,2010
33086,Cayman Islands,Jamaica,-1,2010
33087,Grenada,Antigua and Barbuda,-1,2010
33088,Mexico,Guatemala,-1,2010
33089,Panama,Honduras,-1,2010
33090,South Africa,Spain,-1,2010
33091,United States,Brazil,-1,2010
33092,Åland Islands,Greenland,1,2010
33093,Shetland,Menorca,-1,2010
33094,Gibraltar,Guernsey,-1,2010
33095,Ynys Môn,Frøya,1,2010
33096,Rhodes,Isle of Wight,1,2010
33097,Saare County,Jersey,-1,2010
33098,Western Isles,Gotland,1,2010
33099,Falkland Islands,Isle of Man,-1,2010
33100,Menorca,Greenland,1,2010
33101,Åland Islands,Shetland,1,2010
33102,Ynys Môn,Guernsey,-1,2010
33103,Frøya,Gibraltar,-1,2010
33104,Jersey,Rhodes,1,2010
33105,Isle of Wight,Saare County,1,2010
33106,Isle of Man,Western Isles,1,2010
33107,Gotland,Falkland Islands,1,2010
33108,Guatemala,Canada,-1,2010
33109,Greenland,Shetland,1,2010
33110,Åland Islands,Menorca,-1,2010
33111,Gibraltar,Ynys Môn,-1,2010
33112,Guernsey,Frøya,1,2010
33113,Rhodes,Saare County,1,2010
33114,Jersey,Isle of Wight,1,2010
33115,Western Isles,Falkland Islands,1,2010
33116,Isle of Man,Gotland,1,2010
33117,Falkland Islands,Frøya,-1,2010
33118,Shetland,Saare County,1,2010
33119,Gotland,Greenland,1,2010
33120,Åland Islands,Isle of Man,1,2010
33121,Guernsey,Jersey,-1,2010
33122,Canada,Jamaica,1,2010
33123,Costa Rica,El Salvador,-1,2010
33124,Gibraltar,Isle of Wight,1,2010
33125,Menorca,Western Isles,1,2010
33126,Rhodes,Ynys Môn,1,2010
33127,Isle of Man,Guernsey,-1,2010
33128,Åland Islands,Jersey,-1,2010
33129,Honduras,Haiti,1,2010
33130,United States,Grenada,1,2010
33131,Botswana,Iran,-1,2010
33132,Egypt,Rwanda,1,2010
33133,Nicaragua,Mexico,-1,2010
33134,Panama,Guadeloupe,-1,2010
33135,Malawi,Eswatini,1,2010
33136,El Salvador,Canada,-1,2010
33137,Jamaica,Costa Rica,-1,2010
33138,Haiti,Grenada,1,2010
33139,United States,Honduras,1,2010
33140,Guadeloupe,Nicaragua,1,2010
33141,Mexico,Panama,-1,2010
33142,Costa Rica,Canada,-1,2010
33143,El Salvador,Jamaica,-1,2010
33144,Iraq,Palestine,1,2010
33145,Honduras,Grenada,1,2010
33146,United States,Haiti,-1,2010
33147,Mayotte,Madagascar,-1,2010
33148,Mexico,Guadeloupe,1,2010
33149,Panama,Nicaragua,1,2010
33150,Saint Kitts and Nevis,Trinidad and Tobago,-1,2010
33151,Iraq,Palestine,1,2010
33152,Canada,Honduras,-1,2010
33153,China PR,Palestine,1,2010
33154,United States,Panama,1,2010
33155,Guadeloupe,Costa Rica,-1,2010
33156,Mexico,Haiti,1,2010
33157,Costa Rica,Mexico,-1,2010
33158,United States,Honduras,1,2010
33159,China PR,Kyrgyzstan,1,2010
33160,United States,Mexico,-1,2010
33161,Colombia,El Salvador,1,2010
33162,Benin,Gabon,-1,2010
33163,Albania,Cyprus,1,2010
33164,Algeria,Uruguay,1,2010
33165,Armenia,Moldova,-1,2010
33166,Austria,Cameroon,-1,2010
33167,Azerbaijan,Germany,-1,2010
33168,Belarus,Croatia,-1,2010
33169,Bosnia and Herzegovina,Iran,-1,2010
33170,Bulgaria,Latvia,1,2010
33171,Colombia,Venezuela,-1,2010
33172,DR Congo,Senegal,-1,2010
33173,Czech Republic,Belgium,1,2010
33174,Denmark,Chile,-1,2010
33175,Ecuador,Jamaica,-1,2010
33176,Egypt,Guinea,-1,2010
33177,Estonia,Brazil,-1,2010
33178,Faroe Islands,France,-1,2010
33179,Ghana,Zambia,1,2010
33180,Honduras,Costa Rica,1,2010
33181,Hungary,Romania,-1,2010
33182,Iceland,Slovakia,-1,2010
33183,Republic of Ireland,Australia,-1,2010
33184,South Korea,Paraguay,1,2010
33185,Liechtenstein,Portugal,-1,2010
33186,Luxembourg,Lithuania,-1,2010
33187,North Macedonia,Spain,-1,2010
33188,Malaysia,Kenya,-1,2010
33189,Mali,Burkina Faso,1,2010
33190,Malta,Georgia,1,2010
33191,Mexico,United States,1,2010
33192,Montenegro,Wales,1,2010
33193,Morocco,Congo,-1,2010
33194,Mozambique,Eswatini,1,2010
33195,Netherlands,England,-1,2010
33196,Northern Ireland,Israel,-1,2010
33197,Norway,Scotland,1,2010
33198,Oman,Saudi Arabia,1,2010
33199,Poland,Greece,1,2010
33200,Russia,Argentina,-1,2010
33201,Rwanda,Tanzania,-1,2010
33202,Singapore,China PR,-1,2010
33203,Slovenia,San Marino,1,2010
33204,South Africa,Serbia,-1,2010
33205,Sweden,Finland,1,2010
33206,Switzerland,Italy,-1,2010
33207,Togo,Angola,-1,2010
33208,Trinidad and Tobago,El Salvador,1,2010
33209,Tunisia,Ivory Coast,-1,2010
33210,Ukraine,Turkey,-1,2010
33211,Zimbabwe,Lesotho,-1,2010
33212,Malaysia,China PR,-1,2010
33213,Saint Kitts and Nevis,Jamaica,-1,2010
33214,India,Lebanon,-1,2010
33215,Syria,Kyrgyzstan,1,2010
33216,Sri Lanka,Lebanon,1,2010
33217,India,Kyrgyzstan,1,2010
33218,North Korea,Guam,1,2010
33219,Syria,Sri Lanka,1,2010
33220,Hong Kong,North Korea,-1,2010
33221,Kyrgyzstan,Lebanon,-1,2010
33222,Bahrain,Kenya,1,2010
33223,India,Sri Lanka,1,2010
33224,Hong Kong,Guam,1,2010
33225,Syria,Lebanon,1,2010
33226,Sri Lanka,Kyrgyzstan,-1,2010
33227,India,Syria,-1,2010
33228,Saudi Arabia,Malaysia,1,2010
33229,Bahrain,Iran,1,2010
33230,India,Syria,-1,2010
33231,Malta,Cape Verde,-1,2010
33232,Angola,Senegal,-1,2010
33233,Argentina,Brazil,-1,2010
33234,Armenia,Bosnia and Herzegovina,-1,2010
33235,Austria,Faroe Islands,1,2010
33236,Azerbaijan,Finland,-1,2010
33237,Bahrain,Saudi Arabia,-1,2010
33238,Bulgaria,Montenegro,1,2010
33239,Chile,Venezuela,-1,2010
33240,Colombia,Ecuador,1,2010
33241,Costa Rica,Mexico,-1,2010
33242,Croatia,Belarus,1,2010
33243,Cyprus,Republic of Ireland,-1,2010
33244,Denmark,Portugal,-1,2010
33245,England,Slovenia,1,2010
33246,France,Romania,-1,2010
33247,Gabon,Cameroon,-1,2010
33248,Georgia,Italy,-1,2010
33249,Germany,South Africa,1,2010
33250,Honduras,Trinidad and Tobago,1,2010
33251,Hungary,Sweden,-1,2010
33252,Iceland,Norway,-1,2010
33253,Israel,Latvia,-1,2010
33254,Ivory Coast,Burkina Faso,1,2010
33255,Jordan,Malaysia,-1,2010
33256,South Korea,Australia,1,2010
33257,Malawi,Guinea,1,2010
33258,Moldova,Luxembourg,-1,2010
33259,Namibia,Eswatini,-1,2010
33260,Netherlands,Japan,1,2010
33261,Paraguay,Bolivia,1,2010
33262,Peru,Uruguay,1,2010
33263,Poland,Northern Ireland,-1,2010
33264,Russia,Liechtenstein,1,2010
33265,Rwanda,Egypt,-1,2010
33266,Scotland,North Macedonia,1,2010
33267,Slovakia,Czech Republic,-1,2010
33268,Spain,Belgium,1,2010
33269,Saint Vincent and the Grenadines,Saint Kitts and Nevis,-1,2010
33270,Switzerland,Greece,1,2010
33271,Turkey,Estonia,1,2010
33272,Ukraine,Andorra,1,2010
33273,United States,El Salvador,1,2010
33274,Uzbekistan,Iran,-1,2010
33275,Algeria,Zambia,1,2010
33276,Benin,Mali,-1,2010
33277,Ghana,Sudan,1,2010
33278,Mozambique,Kenya,1,2010
33279,Nigeria,Tunisia,-1,2010
33280,Togo,Morocco,-1,2010
33281,Republic of Ireland,South Africa,1,2010
33282,Albania,Denmark,-1,2010
33283,Andorra,Kazakhstan,-1,2010
33284,Angola,Cape Verde,-1,2010
33285,Armenia,Belgium,1,2010
33286,Belarus,Ukraine,-1,2010
33287,Bolivia,Ecuador,-1,2010
33288,Bosnia and Herzegovina,Turkey,-1,2010
33289,Cameroon,Gabon,1,2010
33290,Czech Republic,San Marino,1,2010
33291,El Salvador,Costa Rica,1,2010
33292,England,Croatia,1,2010
33293,Faroe Islands,Lithuania,1,2010
33294,Germany,Azerbaijan,1,2010
33295,Hungary,Portugal,-1,2010
33296,Iceland,Georgia,1,2010
33297,Israel,Luxembourg,1,2010
33298,Italy,Bulgaria,1,2010
33299,Japan,Ghana,1,2010
33300,Jordan,New Zealand,-1,2010
33301,Latvia,Switzerland,-1,2010
33302,Liechtenstein,Finland,-1,2010
33303,Malta,Sweden,-1,2010
33304,Mexico,Honduras,1,2010
33305,Moldova,Greece,-1,2010
33306,Montenegro,Cyprus,-1,2010
33307,Northern Ireland,Slovakia,-1,2010
33308,Norway,North Macedonia,1,2010
33309,Qatar,Oman,-1,2010
33310,Romania,Austria,-1,2010
33311,Saudi Arabia,Bahrain,-1,2010
33312,Scotland,Netherlands,-1,2010
33313,Serbia,France,-1,2010
33314,Slovenia,Poland,1,2010
33315,Spain,Estonia,1,2010
33316,Trinidad and Tobago,United States,-1,2010
33317,Wales,Russia,-1,2010
33318,Uruguay,Colombia,1,2010
33319,Paraguay,Argentina,1,2010
33320,Brazil,Chile,1,2010
33321,Venezuela,Peru,1,2010
33322,Malaysia,Lesotho,1,2010
33323,South Africa,Madagascar,1,2010
33324,Saint Kitts and Nevis,Saint Vincent and the Grenadines,-1,2010
33325,Argentina,Ghana,1,2010
33326,China PR,Botswana,1,2010
33327,Mexico,Colombia,-1,2010
33328,Egypt,Mauritius,1,2010
33329,Kuwait,Libya,-1,2010
33330,Croatia,Qatar,1,2010
33331,Japan,Hong Kong,1,2010
33332,Argentina,Peru,1,2010
33333,Armenia,Spain,-1,2010
33334,Australia,Netherlands,-1,2010
33335,Austria,Lithuania,1,2010
33336,Bahrain,New Zealand,-1,2010
33337,Belarus,Kazakhstan,1,2010
33338,Belgium,Turkey,1,2010
33339,Cameroon,Togo,1,2010
33340,Colombia,Chile,-1,2010
33341,Costa Rica,Trinidad and Tobago,1,2010
33342,Cyprus,Bulgaria,1,2010
33343,Czech Republic,Poland,1,2010
33344,Denmark,Sweden,1,2010
33345,Ecuador,Uruguay,-1,2010
33346,Estonia,Bosnia and Herzegovina,-1,2010
33347,Finland,Wales,1,2010
33348,France,Faroe Islands,1,2010
33349,Gabon,Morocco,1,2010
33350,Greece,Latvia,1,2010
33351,Honduras,United States,-1,2010
33352,Republic of Ireland,Italy,-1,2010
33353,Israel,Moldova,1,2010
33354,Japan,Scotland,1,2010
33355,Kuwait,Jordan,1,2010
33356,Liechtenstein,Azerbaijan,-1,2010
33357,Luxembourg,Switzerland,-1,2010
33358,Malawi,Ivory Coast,-1,2010
33359,Malta,Angola,-1,2010
33360,Mexico,El Salvador,1,2010
33361,Montenegro,Georgia,1,2010
33362,Norway,South Africa,1,2010
33363,Portugal,Hungary,1,2010
33364,Russia,Germany,-1,2010
33365,Serbia,Romania,1,2010
33366,Slovakia,Slovenia,-1,2010
33367,Ukraine,England,1,2010
33368,United Arab Emirates,Palestine,-1,2010
33369,Venezuela,Paraguay,-1,2010
33370,Zambia,Egypt,-1,2010
33371,Algeria,Rwanda,1,2010
33372,Benin,Ghana,1,2010
33373,Guinea,Burkina Faso,-1,2010
33374,North Macedonia,Qatar,1,2010
33375,Mali,Sudan,1,2010
33376,Nigeria,Mozambique,1,2010
33377,Bolivia,Brazil,1,2010
33378,Tunisia,Kenya,1,2010
33379,Congo,North Korea,-1,2010
33380,Iceland,South Africa,1,2010
33381,Andorra,Ukraine,-1,2010
33382,Angola,Cameroon,-1,2010
33383,Australia,Oman,1,2010
33384,Azerbaijan,Russia,-1,2010
33385,Bosnia and Herzegovina,Spain,-1,2010
33386,Brazil,Venezuela,-1,2010
33387,Bulgaria,Georgia,1,2010
33388,Chile,Ecuador,1,2010
33389,Czech Republic,Northern Ireland,-1,2010
33390,Denmark,Hungary,-1,2010
33391,El Salvador,Honduras,-1,2010
33392,England,Belarus,1,2010
33393,Estonia,Belgium,1,2010
33394,France,Austria,1,2010
33395,Germany,Finland,-1,2010
33396,Greece,Luxembourg,1,2010
33397,Republic of Ireland,Montenegro,-1,2010
33398,Italy,Cyprus,1,2010
33399,Japan,Togo,1,2010
33400,Kazakhstan,Croatia,-1,2010
33401,South Korea,Senegal,1,2010
33402,Latvia,Moldova,1,2010
33403,Liechtenstein,Wales,-1,2010
33404,Lithuania,Serbia,1,2010
33405,Paraguay,Colombia,-1,2010
33406,Peru,Bolivia,1,2010
33407,Poland,Slovakia,-1,2010
33408,Portugal,Malta,1,2010
33409,Qatar,DR Congo,-1,2010
33410,Romania,Faroe Islands,1,2010
33411,San Marino,Slovenia,-1,2010
33412,Sweden,Albania,1,2010
33413,Switzerland,Israel,-1,2010
33414,Trinidad and Tobago,Mexico,-1,2010
33415,Tunisia,Saudi Arabia,-1,2010
33416,Turkey,Armenia,1,2010
33417,United Arab Emirates,Jordan,1,2010
33418,Uruguay,Argentina,-1,2010
33419,United States,Costa Rica,-1,2010
33420,Zimbabwe,Mauritius,1,2010
33421,Comoros,Botswana,-1,2010
33422,Eswatini,Seychelles,1,2010
33423,Zimbabwe,Lesotho,-1,2010
33424,Botswana,Eswatini,1,2010
33425,Seychelles,Comoros,-1,2010
33426,Vietnam,Turkmenistan,1,2010
33427,Mauritius,Lesotho,-1,2010
33428,Seychelles,Botswana,-1,2010
33429,Singapore,Turkmenistan,1,2010
33430,Eswatini,Comoros,1,2010
33431,Vietnam,Singapore,-1,2010
33432,Malawi,Mozambique,-1,2010
33433,Namibia,Zambia,-1,2010
33434,Kuwait,Syria,1,2010
33435,Zimbabwe,Botswana,1,2010
33436,South Africa,Angola,1,2010
33437,Curaçao,French Guiana,-1,2010
33438,Zimbabwe,South Africa,-1,2010
33439,Mozambique,Zambia,-1,2010
33440,Guyana,Curaçao,1,2010
33441,Suriname,French Guiana,1,2010
33442,South Africa,Mozambique,-1,2010
33443,French Guiana,Guyana,-1,2010
33444,Suriname,Curaçao,-1,2010
33445,Zimbabwe,Zambia,1,2010
33446,Kenya,Kuwait,-1,2010
33447,Chile,Paraguay,1,2010
33448,Singapore,Indonesia,1,2010
33449,Egypt,Tanzania,1,2010
33450,Bahrain,Togo,1,2010
33451,Kuwait,China PR,-1,2010
33452,Thailand,Syria,-1,2010
33453,Yemen,Tanzania,-1,2010
33454,Iran,Iceland,1,2010
33455,Yemen,Tanzania,1,2010
33456,Paraguay,Qatar,-1,2010
33457,Angola,Congo,-1,2010
33458,Belgium,Hungary,1,2010
33459,Brazil,England,1,2010
33460,Burkina Faso,Malawi,1,2010
33461,Costa Rica,Uruguay,-1,2010
33462,Croatia,Liechtenstein,1,2010
