,home_team,away_team,home_win,year
27044,Haiti,Martinique,1,2006
27045,Jamaica,Saint Lucia,1,2006
27046,Mexico,Paraguay,-1,2006
27047,Trinidad and Tobago,Antigua and Barbuda,1,2006
27048,Cameroon,Madagascar,1,2006
27049,Laos,Bangladesh,1,2006
27050,Serbia,Bulgaria,-1,2006
27051,Tunisia,Ghana,-1,2006
27052,Cuba,Antigua and Barbuda,1,2006
27053,Jamaica,Martinique,-1,2006
27054,Japan,Uruguay,-1,2006
27055,Saint Lucia,Haiti,1,2006
27056,Trinidad and Tobago,Guadeloupe,1,2006
27057,Albania,Russia,1,2006
27058,Angola,Algeria,-1,2006
27059,Armenia,Northern Ireland,1,2006
27060,Belarus,Moldova,1,2006
27061,Bosnia and Herzegovina,Luxembourg,1,2006
27062,Cape Verde,Togo,1,2006
27063,Costa Rica,Paraguay,1,2006
27064,Croatia,Belgium,1,2006
27065,Cyprus,Israel,-1,2006
27066,Estonia,Canada,1,2006
27067,France,Malta,1,2006
27068,Gabon,Equatorial Guinea,1,2006
27069,Georgia,Republic of Ireland,-1,2006
27070,Germany,Lithuania,-1,2006
27071,Italy,Finland,1,2006
27072,Kenya,Mauritania,1,2006
27073,South Korea,Colombia,-1,2006
27074,Liechtenstein,England,-1,2006
27075,North Macedonia,Slovakia,-1,2006
27076,Malawi,Nigeria,-1,2006
27077,Mauritius,Egypt,-1,2006
27078,Netherlands,Czech Republic,-1,2006
27079,Poland,Hungary,-1,2006
27080,Portugal,Brazil,1,2006
27081,Romania,Denmark,-1,2006
27082,Rwanda,Uganda,-1,2006
27083,Scotland,Iceland,1,2006
27084,Sierra Leone,Morocco,-1,2006
27085,South Africa,Madagascar,1,2006
27086,Sudan,Benin,1,2006
27087,Tanzania,Zambia,-1,2006
27088,Ukraine,Spain,-1,2006
27089,United States,Venezuela,1,2006
27090,Wales,Azerbaijan,1,2006
27091,Burundi,Ivory Coast,-1,2006
27092,Chad,Namibia,1,2006
27093,Chile,Peru,1,2006
27094,Eritrea,Mali,-1,2006
27095,Ethiopia,Liberia,1,2006
27096,Gambia,Senegal,-1,2006
27097,Ghana,Madagascar,-1,2006
27098,Guadeloupe,Antigua and Barbuda,1,2006
27099,Guinea,Niger,1,2006
27100,Hong Kong,Bangladesh,-1,2006
27101,India,North Korea,-1,2006
27102,Jamaica,Haiti,1,2006
27103,Libya,Botswana,-1,2006
27104,Mozambique,Burkina Faso,1,2006
27105,Saint Lucia,Martinique,-1,2006
27106,Eswatini,DR Congo,-1,2006
27107,Trinidad and Tobago,Cuba,-1,2006
27108,Tunisia,Cameroon,1,2006
27109,Zimbabwe,Seychelles,1,2006
27110,Albania,Republic of Ireland,-1,2006
27111,Belarus,Uzbekistan,-1,2006
27112,Croatia,Andorra,1,2006
27113,Czech Republic,Austria,1,2006
27114,Denmark,Bosnia and Herzegovina,-1,2006
27115,England,Turkey,1,2006
27116,Estonia,Bulgaria,-1,2006
27117,Georgia,Switzerland,-1,2006
27118,Honduras,Paraguay,-1,2006
27119,Hungary,Sweden,-1,2006
27120,Israel,France,-1,2006
27121,Lithuania,Scotland,1,2006
27122,Luxembourg,Norway,-1,2006
27123,North Macedonia,Portugal,-1,2006
27124,Moldova,Netherlands,-1,2006
27125,Northern Ireland,Greece,-1,2006
27126,Peru,Chile,1,2006
27127,Poland,San Marino,1,2006
27128,Slovakia,Liechtenstein,1,2006
27129,Slovenia,Cyprus,1,2006
27130,Spain,Armenia,1,2006
27131,Ukraine,Latvia,1,2006
27132,Venezuela,Jamaica,1,2006
27133,South Korea,Japan,-1,2006
27134,Zimbabwe,Angola,1,2006
27135,Bhutan,Guam,1,2006
27136,Martinique,Trinidad and Tobago,1,2006
27137,Algeria,Madagascar,1,2006
27138,Guam,Mongolia,-1,2006
27139,Trinidad and Tobago,Honduras,-1,2006
27140,Bhutan,Mongolia,-1,2006
27141,Faroe Islands,Kazakhstan,1,2006
27142,Madagascar,Mali,-1,2006
27143,Martinique,Honduras,-1,2006
27144,Faroe Islands,Kazakhstan,1,2006
27145,Andorra,Estonia,-1,2006
27146,Belgium,Poland,1,2006
27147,Bulgaria,Albania,1,2006
27148,Chile,Costa Rica,1,2006
27149,Czech Republic,Turkey,1,2006
27150,Denmark,Ukraine,1,2006
27151,Finland,Iceland,1,2006
27152,France,Egypt,1,2006
27153,Georgia,Russia,1,2006
27154,Germany,Serbia,1,2006
27155,Honduras,Colombia,-1,2006
27156,Hungary,Luxembourg,1,2006
27157,Republic of Ireland,Norway,1,2006
27158,Israel,Cyprus,1,2006
27159,Latvia,San Marino,1,2006
27160,Libya,Argentina,-1,2006
27161,Liechtenstein,Saudi Arabia,1,2006
27162,Lithuania,Romania,-1,2006
27163,Malta,Slovenia,-1,2006
27164,Mexico,Brazil,-1,2006
27165,Morocco,Ivory Coast,-1,2006
27166,Netherlands,Portugal,-1,2006
27167,Peru,Paraguay,-1,2006
27168,Scotland,Austria,-1,2006
27169,Slovakia,Greece,-1,2006
27170,South Africa,Jamaica,-1,2006
27171,Spain,Ecuador,1,2006
27172,Sweden,Croatia,-1,2006
27173,Switzerland,Italy,-1,2006
27174,Tunisia,Senegal,1,2006
27175,Uzbekistan,Belarus,-1,2006
27176,Venezuela,Trinidad and Tobago,1,2006
27177,Fiji,Tuvalu,1,2006
27178,Congo,Central African Republic,1,2006
27179,Guernsey,Jersey,-1,2006
27180,United States,Mexico,-1,2006
27181,Lesotho,Botswana,-1,2006
27182,Malawi,Zambia,-1,2006
27183,Jersey,Guernsey,1,2006
27184,Lesotho,Malawi,-1,2006
27185,Uganda,Sudan,-1,2006
27186,Norway,Finland,1,2006
27187,South Africa,England,-1,2006
27188,Botswana,Malawi,-1,2006
27189,Sudan,Kenya,-1,2006
27190,Jamaica,Nigeria,1,2006
27191,Lesotho,Eswatini,1,2006
27192,Togo,Benin,1,2006
27193,United States,Wales,1,2006
27194,Scotland,New Zealand,-1,2006
27195,Algeria,Burkina Faso,-1,2006
27196,Nigeria,Ghana,1,2006
27197,Gabon,Angola,-1,2006
27198,Gambia,Mauritania,1,2006
27199,Japan,South Korea,-1,2006
27200,Kenya,Trinidad and Tobago,-1,2006
27201,Senegal,Cape Verde,1,2006
27202,Uganda,Tanzania,1,2006
27203,Germany,Canada,1,2006
27204,England,Serbia,1,2006
27205,Guadeloupe,French Guiana,1,2006
27206,Italy,Northern Ireland,1,2006
27207,Uganda,Libya,1,2006
27208,Mauritania,Kenya,-1,2006
27209,Poland,Kazakhstan,1,2006
27210,Portugal,Paraguay,-1,2006
27211,Belarus,Netherlands,-1,2006
27212,Botswana,Libya,-1,2006
27213,Bulgaria,Belgium,-1,2006
27214,Burkina Faso,Mozambique,1,2006
27215,Denmark,Norway,1,2006
27216,Estonia,Andorra,1,2006
27217,Finland,Serbia,1,2006
27218,Hungary,Latvia,1,2006
27219,Iceland,Faroe Islands,1,2006
27220,Republic of Ireland,Albania,1,2006
27221,Israel,Slovenia,-1,2006
27222,North Macedonia,Liechtenstein,1,2006
27223,Mali,Eritrea,1,2006
27224,Malta,Cyprus,-1,2006
27225,Moldova,Austria,1,2006
27226,Namibia,Chad,1,2006
27227,Niger,Guinea,1,2006
27228,Nigeria,Malawi,1,2006
27229,Romania,Bosnia and Herzegovina,1,2006
27230,San Marino,Sweden,-1,2006
27231,Scotland,Germany,-1,2006
27232,Senegal,Gambia,1,2006
27233,Seychelles,Zimbabwe,1,2006
27234,Slovakia,Turkey,-1,2006
27235,Spain,Greece,-1,2006
27236,Switzerland,Russia,-1,2006
27237,Uganda,Rwanda,-1,2006
27238,Ukraine,Armenia,1,2006
27239,Venezuela,Honduras,1,2006
27240,Zambia,Tanzania,1,2006
27241,Benin,Sudan,1,2006
27242,Central African Republic,Congo,-1,2006
27243,Colombia,Ecuador,-1,2006
27244,DR Congo,Eswatini,1,2006
27245,Costa Rica,Chile,1,2006
27246,Egypt,Mauritius,1,2006
27247,Equatorial Guinea,Gabon,1,2006
27248,Ivory Coast,Burundi,1,2006
27249,Japan,Argentina,-1,2006
27250,South Korea,Uruguay,-1,2006
27251,Liberia,Ethiopia,1,2006
27252,Morocco,Sierra Leone,1,2006
27253,Togo,Cape Verde,1,2006
27254,United States,New Zealand,1,2006
27255,Botswana,Trinidad and Tobago,-1,2006
27256,Portugal,Bolivia,1,2006
27257,Austria,Belarus,1,2006
27258,Azerbaijan,Serbia,1,2006
27259,Belgium,Andorra,1,2006
27260,Czech Republic,Moldova,1,2006
27261,Ecuador,Peru,-1,2006
27262,England,Slovakia,1,2006
27263,Estonia,Croatia,-1,2006
27264,Faroe Islands,Germany,-1,2006
27265,Finland,Italy,-1,2006
27266,Greece,Ukraine,1,2006
27267,Honduras,Chile,-1,2006
27268,Republic of Ireland,Georgia,1,2006
27269,Japan,Paraguay,-1,2006
27270,South Korea,Argentina,-1,2006
27271,Lithuania,Iceland,-1,2006
27272,Luxembourg,Denmark,-1,2006
27273,Nigeria,Brazil,-1,2006
27274,Northern Ireland,Spain,-1,2006
27275,Norway,Romania,-1,2006
27276,San Marino,Hungary,-1,2006
27277,Sweden,Poland,1,2006
27278,Switzerland,Albania,1,2006
27279,Turkey,North Macedonia,1,2006
27280,Andorra,Gabon,-1,2006
27281,Ghana,Kenya,-1,2006
27282,Papua New Guinea,Solomon Islands,-1,2006
27283,Senegal,Lesotho,1,2006
27284,South Africa,Trinidad and Tobago,1,2006
27285,France,Colombia,1,2006
27286,New Zealand,Japan,-1,2006
27287,Brazil,Cameroon,-1,2006
27288,Turkey,United States,1,2006
27289,Algeria,Namibia,1,2006
27290,Colombia,New Zealand,1,2006
27291,Egypt,Madagascar,1,2006
27292,France,Japan,1,2006
27293,Morocco,Gabon,1,2006
27294,Brazil,United States,1,2006
27295,Burkina Faso,Congo,1,2006
27296,Cameroon,Turkey,1,2006
27297,Cape Verde,Mauritania,1,2006
27298,Eritrea,Seychelles,1,2006
27299,Liberia,Guinea,-1,2006
27300,Nigeria,Angola,-1,2006
27301,Zambia,Sudan,-1,2006
27302,DR Congo,Libya,1,2006
27303,Ethiopia,Niger,1,2006
27304,France,New Zealand,1,2006
27305,Ghana,Uganda,-1,2006
27306,Guatemala,Honduras,-1,2006
27307,Japan,Colombia,-1,2006
27308,Mali,Zimbabwe,-1,2006
27309,Mozambique,Central African Republic,1,2006
27310,Sierra Leone,Equatorial Guinea,1,2006
27311,South Africa,Ivory Coast,1,2006
27312,Eswatini,Botswana,1,2006
27313,Tanzania,Benin,-1,2006
27314,Togo,Kenya,1,2006
27315,Brazil,Turkey,-1,2006
27316,United States,Cameroon,-1,2006
27317,Cameroon,Colombia,1,2006
27318,France,Turkey,1,2006
27319,Peru,Venezuela,1,2006
27320,Panama,Cuba,1,2006
27321,Colombia,Turkey,-1,2006
27322,France,Cameroon,1,2006
27323,Honduras,El Salvador,-1,2006
27324,Panama,Cuba,1,2006
27325,Saare County,Ynys Môn,-1,2006
27326,Frøya,Jersey,-1,2006
27327,Shetland,Gotland,-1,2006
27328,Guernsey,Alderney,1,2006
27329,Gibraltar,Sark,1,2006
27330,Isle of Wight,Greenland,-1,2006
27331,Fiji,Vanuatu,-1,2006
27332,Papua New Guinea,New Caledonia,-1,2006
27333,Tahiti,Micronesia,1,2006
27334,Tuvalu,Kiribati,1,2006
27335,Isle of Man,Saare County,1,2006
27336,Gotland,Frøya,-1,2006
27337,Jersey,Shetland,1,2006
27338,Guernsey,Orkney,1,2006
27339,Sark,Isle of Wight,-1,2006
27340,Gibraltar,Greenland,1,2006
27341,Fiji,Tuvalu,1,2006
27342,Micronesia,New Caledonia,-1,2006
27343,Papua New Guinea,Tonga,-1,2006
27344,Solomon Islands,Vanuatu,-1,2006
27345,Ynys Môn,Isle of Man,-1,2006
27346,Shetland,Frøya,1,2006
27347,Jersey,Gotland,-1,2006
27348,Orkney,Alderney,1,2006
27349,Isle of Wight,Gibraltar,1,2006
27350,Greenland,Sark,1,2006
27351,El Salvador,Paraguay,-1,2006
27352,Guatemala,Peru,-1,2006
27353,Estonia,Lithuania,-1,2006
27354,Solomon Islands,Kiribati,1,2006
27355,Tahiti,Papua New Guinea,1,2006
27356,Tonga,New Caledonia,-1,2006
27357,Trinidad and Tobago,Venezuela,-1,2006
27358,Tuvalu,Vanuatu,-1,2006
27359,Frøya,Sark,1,2006
27360,Alderney,Greenland,-1,2006
27361,Gotland,Saare County,1,2006
27362,Orkney,Gibraltar,-1,2006
27363,Isle of Man,Jersey,1,2006
27364,Guernsey,Isle of Wight,1,2006
27365,Latvia,Lithuania,1,2006
27366,Saare County,Alderney,-1,2006
27367,Gotland,Greenland,1,2006
27368,Orkney,Shetland,-1,2006
27369,Gibraltar,Ynys Môn,-1,2006
27370,Jersey,Isle of Wight,1,2006
27371,Guernsey,Isle of Man,1,2006
27372,Botswana,DR Congo,-1,2006
27373,Estonia,Latvia,-1,2006
27374,Fiji,Kiribati,1,2006
27375,Kenya,Cape Verde,1,2006
27376,Libya,Eswatini,1,2006
27377,Mauritania,Togo,-1,2006
27378,Niger,Liberia,1,2006
27379,Seychelles,Mali,-1,2006
27380,Tahiti,New Caledonia,-1,2006
27381,Tonga,Micronesia,1,2006
27382,Tuvalu,Solomon Islands,-1,2006
27383,Zimbabwe,Eritrea,1,2006
27384,Angola,Malawi,1,2006
27385,Benin,Zambia,1,2006
27386,Burundi,South Africa,-1,2006
27387,Central African Republic,Burkina Faso,-1,2006
27388,Chad,Algeria,-1,2006
27389,Congo,Mozambique,-1,2006
27390,El Salvador,Mexico,1,2006
27391,Equatorial Guinea,Morocco,-1,2006
27392,Gabon,Sierra Leone,1,2006
27393,Guinea,Ethiopia,1,2006
27394,Jamaica,Cuba,-1,2006
27395,Lesotho,Gambia,1,2006
27396,Madagascar,Mauritius,-1,2006
27397,Rwanda,Ghana,1,2006
27398,Sudan,Tanzania,1,2006
27399,United States,Paraguay,1,2006
27400,Fiji,Solomon Islands,1,2006
27401,Kiribati,Vanuatu,-1,2006
27402,Papua New Guinea,Micronesia,1,2006
27403,Tahiti,Tonga,1,2006
27404,El Salvador,Guatemala,-1,2006
27405,Fiji,Tahiti,1,2006
27406,Jamaica,Paraguay,1,2006
27407,New Caledonia,Vanuatu,-1,2006
27408,Fiji,New Caledonia,1,2006
27409,Tahiti,Vanuatu,-1,2006
27410,Costa Rica,Canada,-1,2006
27411,United States,El Salvador,1,2006
27412,Jamaica,Colombia,-1,2006
27413,Mexico,Brazil,1,2006
27414,Eswatini,Madagascar,1,2006
27415,Canada,Cuba,-1,2006
27416,United States,Martinique,1,2006
27417,Brazil,Honduras,1,2006
27418,Guatemala,Jamaica,-1,2006
27419,Argentina,Uruguay,-1,2006
27420,Cuba,Costa Rica,-1,2006
27421,El Salvador,Martinique,1,2006
27422,Colombia,Guatemala,-1,2006
27423,Mexico,Honduras,-1,2006
27424,Colombia,Brazil,-1,2006
27425,Costa Rica,El Salvador,1,2006
27426,South Africa,Zimbabwe,-1,2006
27427,United States,Cuba,1,2006
27428,Mexico,Jamaica,1,2006
27429,United States,Brazil,-1,2006
27430,Mexico,Costa Rica,1,2006
27431,Peru,Uruguay,-1,2006
27432,Nigeria,Venezuela,1,2006
27433,United States,Costa Rica,1,2006
27434,Zambia,Mozambique,1,2006
27435,Mexico,Brazil,1,2006
27436,Saint Kitts and Nevis,Haiti,1,2006
27437,Uruguay,Peru,1,2006
27438,Haiti,Trinidad and Tobago,1,2006
27439,Saint Kitts and Nevis,Trinidad and Tobago,-1,2006
27440,Singapore,Hong Kong,1,2006
27441,Iran,Iraq,-1,2006
27442,Iraq,Uruguay,-1,2006
27443,Malawi,Zambia,-1,2006
27444,Mayotte,Réunion,-1,2006
27445,Republic of Ireland,Australia,1,2006
27446,Luxembourg,Malta,-1,2006
27447,Angola,DR Congo,-1,2006
27448,Argentina,Uruguay,1,2006
27449,Austria,Costa Rica,1,2006
27450,Belarus,Iran,1,2006
27451,Belgium,Netherlands,-1,2006
27452,Bulgaria,Lithuania,1,2006
27453,China PR,Chile,-1,2006
27454,Colombia,Slovakia,-1,2006
27455,Denmark,Finland,-1,2006
27456,Ecuador,Guatemala,1,2006
27457,England,Croatia,1,2006
27458,Estonia,Poland,-1,2006
27459,Faroe Islands,Iceland,-1,2006
27460,Germany,Italy,-1,2006
27461,Japan,Nigeria,1,2006
27462,Latvia,Uzbekistan,-1,2006
27463,Liechtenstein,San Marino,-1,2006
27464,North Macedonia,Albania,1,2006
27465,Mexico,Peru,-1,2006
27466,Norway,Scotland,-1,2006
27467,Panama,Paraguay,-1,2006
27468,Portugal,Kazakhstan,1,2006
27469,Russia,Israel,-1,2006
27470,Serbia,Wales,1,2006
27471,Slovenia,Hungary,1,2006
27472,Sweden,Greece,-1,2006
27473,Switzerland,France,-1,2006
27474,Tunisia,Guinea,-1,2006
27475,Turkey,Moldova,1,2006
27476,Ukraine,Romania,-1,2006
27477,Venezuela,Haiti,1,2006
27478,Lebanon,Syria,1,2006
27479,Jordan,Iraq,1,2006
27480,Peru,Guatemala,-1,2006
27481,Seychelles,Madagascar,-1,2006
27482,Mauritius,Madagascar,1,2006
27483,Réunion,Comoros,1,2006
27484,Bolivia,Panama,1,2006
27485,Haiti,China PR,1,2006
27486,Zimbabwe,Eswatini,1,2006
27487,Mauritius,Seychelles,-1,2006
27488,Comoros,Réunion,-1,2006
27489,Algeria,Qatar,1,2006
27490,North Korea,Lebanon,-1,2006
27491,Singapore,Kuwait,-1,2006
27492,Mauritius,Comoros,1,2006
27493,Réunion,Seychelles,1,2006
27494,Iran,Jordan,1,2006
27495,Andorra,Croatia,-1,2006
27496,Argentina,Chile,-1,2006
27497,Armenia,Greece,-1,2006
27498,Azerbaijan,Finland,-1,2006
27499,Belarus,Czech Republic,-1,2006
27500,Bosnia and Herzegovina,Norway,1,2006
27501,Bulgaria,Estonia,1,2006
27502,Ecuador,Venezuela,1,2006
27503,France,Cyprus,1,2006
27504,Georgia,Albania,1,2006
27505,Iceland,Germany,-1,2006
27506,Republic of Ireland,Russia,-1,2006
27507,Italy,Wales,1,2006
27508,Latvia,Poland,-1,2006
27509,Liechtenstein,Turkey,-1,2006
27510,North Macedonia,England,-1,2006
27511,Netherlands,Austria,1,2006
27512,Peru,Paraguay,1,2006
27513,Portugal,Spain,-1,2006
27514,Romania,Luxembourg,1,2006
27515,Scotland,Faroe Islands,1,2006
27516,Slovenia,Israel,1,2006
27517,Eswatini,Botswana,-1,2006
27518,Sweden,San Marino,1,2006
27519,Ukraine,Northern Ireland,-1,2006
27520,Seychelles,Comoros,1,2006
27521,Mauritius,Réunion,1,2006
27522,Angola,Namibia,1,2006
27523,Australia,Jamaica,1,2006
27524,Colombia,Brazil,-1,2006
27525,Costa Rica,China PR,1,2006
27526,Uruguay,Bolivia,1,2006
27527,Chile,Peru,1,2006
27528,Republic of Ireland,Turkey,-1,2006
27529,Venezuela,Argentina,-1,2006
27530,Albania,Georgia,1,2006
27531,Andorra,Bulgaria,-1,2006
27532,Belgium,Croatia,1,2006
27533,Bolivia,Colombia,1,2006
27534,Brazil,Ecuador,1,2006
27535,Czech Republic,Netherlands,1,2006
27536,Denmark,Romania,-1,2006
27537,England,Liechtenstein,1,2006
27538,Faroe Islands,Lithuania,-1,2006
27539,Germany,Scotland,1,2006
27540,Israel,Malta,-1,2006
27541,Japan,Senegal,-1,2006
27542,Latvia,Hungary,1,2006
27543,Luxembourg,Bosnia and Herzegovina,-1,2006
27544,Moldova,Belarus,1,2006
27545,Morocco,Trinidad and Tobago,1,2006
27546,Northern Ireland,Armenia,-1,2006
27547,Norway,Portugal,-1,2006
27548,Oman,Bahrain,1,2006
27549,Paraguay,Uruguay,1,2006
27550,Poland,Sweden,-1,2006
27551,Russia,Switzerland,1,2006
27552,Serbia,Italy,-1,2006
27553,Slovakia,North Macedonia,-1,2006
27554,Slovenia,France,-1,2006
27555,Spain,Ukraine,1,2006
27556,Tunisia,Ivory Coast,1,2006
27557,Wales,Finland,-1,2006
27558,Kuwait,Qatar,1,2006
27559,Rwanda,Kenya,-1,2006
27560,Singapore,Oman,-1,2006
27561,Yemen,Sudan,1,2006
27562,Bahrain,Lebanon,1,2006
27563,Jordan,Syria,-1,2006
27564,Yemen,Sudan,-1,2006
27565,Namibia,Angola,-1,2006
27566,Qatar,Kuwait,-1,2006
27567,Algeria,Gabon,-1,2006
27568,Benin,Burkina Faso,-1,2006
27569,Qatar,Palestine,-1,2006
27570,South Korea,Vietnam,1,2006
27571,Nepal,Oman,-1,2006
27572,Algeria,Burkina Faso,-1,2006
27573,Benin,Gabon,-1,2006
27574,Jordan,Iran,1,2006
27575,Malaysia,Indonesia,-1,2006
27576,South Korea,Oman,1,2006
27577,Kuwait,Singapore,1,2006
27578,Malawi,Zimbabwe,-1,2006
27579,Qatar,Palestine,1,2006
27580,Syria,Yemen,1,2006
27581,Vietnam,Nepal,1,2006
27582,South Korea,Nepal,1,2006
27583,Vietnam,Oman,-1,2006
27584,Saudi Arabia,Syria,-1,2006
27585,Lesotho,Eswatini,1,2006
27586,Kuwait,Palestine,1,2006
27587,Zimbabwe,Malawi,1,2006
27588,Indonesia,Bhutan,1,2006
27589,Saudi Arabia,Yemen,1,2006
27590,Iraq,Bahrain,1,2006
27591,Kuwait,Palestine,1,2006
27592,Lesotho,South Africa,-1,2006
27593,Malaysia,Myanmar,1,2006
27594,Oman,Jordan,1,2006
27595,Saudi Arabia,Bhutan,1,2006
27596,Tunisia,Japan,-1,2006
27597,Yemen,Indonesia,-1,2006
27598,Bhutan,Yemen,-1,2006
27599,Myanmar,Bahrain,-1,2006
27600,Egypt,Senegal,1,2006
27601,Guinea-Bissau,Mali,-1,2006
27602,Malaysia,Iraq,-1,2006
27603,Saudi Arabia,Indonesia,1,2006
27604,Armenia,Spain,-1,2006
27605,Austria,Czech Republic,-1,2006
27606,Belgium,Estonia,1,2006
27607,Bolivia,Honduras,1,2006
27608,Bosnia and Herzegovina,Denmark,-1,2006
27609,Botswana,Lesotho,1,2006
27610,Croatia,Bulgaria,1,2006
27611,Cyprus,Slovenia,-1,2006
27612,Equatorial Guinea,Togo,1,2006
27613,Finland,Canada,1,2006
27614,France,Israel,1,2006
27615,Germany,Iceland,1,2006
27616,Greece,Northern Ireland,1,2006
27617,Hungary,Poland,-1,2006
27618,Italy,Azerbaijan,1,2006
27619,Liechtenstein,Slovakia,-1,2006
27620,Madagascar,Benin,-1,2006
27621,Netherlands,Moldova,1,2006
27622,Niger,Algeria,-1,2006
27623,Norway,Luxembourg,1,2006
27624,Portugal,Albania,1,2006
27625,Romania,Japan,-1,2006
27626,Russia,Georgia,1,2006
27627,São Tomé and Príncipe,Libya,-1,2006
27628,Scotland,Lithuania,1,2006
27629,Seychelles,Zambia,-1,2006
27630,South Africa,Costa Rica,1,2006
27631,Sweden,Latvia,-1,2006
27632,Switzerland,Republic of Ireland,1,2006
27633,Tanzania,Kenya,-1,2006
27634,Tunisia,Morocco,-1,2006
27635,Turkey,England,-1,2006
27636,Uganda,Mauritius,1,2006
27637,Ukraine,North Macedonia,-1,2006
27638,United Arab Emirates,Uzbekistan,-1,2006
27639,Wales,Serbia,-1,2006
27640,Kernow,Jersey,1,2006
27641,Sudan,Eritrea,1,2006
27642,Brazil,Jamaica,1,2006
27643,Burundi,Gabon,-1,2006
27644,Chad,Angola,1,2006
27645,Congo,Sierra Leone,1,2006
27646,Ethiopia,Malawi,-1,2006
27647,Gambia,Liberia,1,2006
27648,Guinea,Mozambique,1,2006
27649,Iran,New Zealand,1,2006
27650,Iraq,Myanmar,1,2006
27651,Malaysia,Bahrain,-1,2006
27652,Rwanda,Namibia,1,2006
27653,Eswatini,Cape Verde,-1,2006
27654,Zimbabwe,Mauritania,1,2006
27655,Bhutan,Indonesia,-1,2006
27656,Saudi Arabia,Yemen,1,2006
27657,Indonesia,Yemen,-1,2006
27658,Mexico,Uruguay,-1,2006
27659,Saudi Arabia,Bhutan,1,2006
27660,Syria,Sri Lanka,1,2006
27661,Thailand,India,1,2006
27662,Jordan,Lebanon,1,2006
27663,Saudi Arabia,Indonesia,1,2006
27664,Yemen,Bhutan,1,2006
27665,Syria,Sri Lanka,1,2006
27666,Oman,Nepal,1,2006
27667,Singapore,Palestine,1,2006
27668,Turkmenistan,United Arab Emirates,1,2006
27669,Vietnam,South Korea,1,2006
27670,Bahrain,Myanmar,1,2006
27671,Iraq,Malaysia,1,2006
27672,Nepal,Vietnam,-1,2006
27673,Oman,South Korea,1,2006
27674,Bahrain,Malaysia,1,2006
27675,Myanmar,Iraq,-1,2006
27676,India,Rwanda,1,2006
27677,Singapore,Palestine,-1,2006
27678,Burkina Faso,Zimbabwe,-1,2006
27679,Bahrain,Iraq,1,2006
27680,Myanmar,Malaysia,1,2006
27681,Nepal,South Korea,-1,2006
27682,Oman,Vietnam,1,2006
27683,North Korea,Iran,-1,2006
27684,India,Zimbabwe,1,2006
27685,United Arab Emirates,Turkmenistan,-1,2006
27686,Rwanda,Zimbabwe,-1,2006
27687,Lebanon,North Korea,-1,2006
27688,Thailand,Tajikistan,-1,2006
27689,Uzbekistan,Hong Kong,1,2006
27690,Syria,United Arab Emirates,-1,2006
27691,Gabon,Burkina Faso,-1,2006
27692,Hong Kong,Tajikistan,-1,2006
27693,Uzbekistan,Thailand,1,2006
27694,Mozambique,Eswatini,1,2006
27695,Turkmenistan,Sri Lanka,1,2006
27696,Hong Kong,Thailand,1,2006
27697,Uzbekistan,Tajikistan,-1,2006
27698,Uganda,Tanzania,1,2006
27699,Equatorial Guinea,São Tomé and Príncipe,1,2006
27700,Iran,North Korea,1,2006
27701,Lebanon,Jordan,-1,2006
27702,Poland,Italy,1,2006
27703,Turkmenistan,Sri Lanka,1,2006
27704,Algeria,Niger,1,2006
27705,Mali,Guinea-Bissau,1,2006
27706,Mauritania,Zimbabwe,1,2006
27707,United Arab Emirates,Syria,1,2006
27708,Albania,Estonia,1,2006
27709,Argentina,Bolivia,1,2006
27710,Colombia,Venezuela,-1,2006
27711,Croatia,Slovenia,-1,2006
27712,Czech Republic,Canada,1,2006
27713,Egypt,South Africa,1,2006
27714,Gabon,Burundi,1,2006
27715,Germany,France,-1,2006
27716,Kenya,Tanzania,1,2006
27717,Latvia,Turkey,1,2006
27718,Malawi,Ethiopia,-1,2006
27719,Morocco,Burkina Faso,1,2006
27720,Namibia,Rwanda,-1,2006
27721,Paraguay,Ecuador,1,2006
27722,Portugal,Greece,-1,2006
27723,Russia,Wales,-1,2006
27724,Scotland,Netherlands,1,2006
27725,Senegal,Ivory Coast,1,2006
27726,Spain,Norway,1,2006
27727,Uruguay,Chile,1,2006
27728,Zambia,Seychelles,-1,2006
27729,Angola,Chad,1,2006
27730,Benin,Madagascar,1,2006
27731,Cape Verde,Eswatini,1,2006
27732,England,Denmark,-1,2006
27733,Eritrea,Sudan,-1,2006
27734,Ghana,Somalia,1,2006
27735,Honduras,Finland,-1,2006
27736,Italy,Romania,1,2006
27737,Jamaica,El Salvador,1,2006
27738,Lesotho,Botswana,-1,2006
27739,Liberia,Gambia,1,2006
27740,Libya,São Tomé and Príncipe,1,2006
27741,Mauritius,Uganda,1,2006
27742,Mozambique,Guinea,-1,2006
27743,Peru,Brazil,-1,2006
27744,Poland,Serbia,1,2006
27745,Sierra Leone,Congo,-1,2006
27746,Togo,Equatorial Guinea,1,2006
27747,Tajikistan,Uzbekistan,-1,2006
27748,Thailand,Hong Kong,1,2006
27749,Chile,Paraguay,-1,2006
27750,Egypt,Sweden,1,2006
27751,Republic of Ireland,Canada,1,2006
27752,Jordan,North Korea,1,2006
27753,South Korea,Bulgaria,-1,2006
27754,United Arab Emirates,Sri Lanka,1,2006
27755,Venezuela,Bolivia,1,2006
27756,Brazil,Uruguay,-1,2006
