Q_WR,Q_GR,F_Rank,F_Point,F_Rd,F_Pd,Avg_Apps,Avg_Age,Avg_Famous,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,Result,home_rate
-0.029999999999999916,-0.1647572285870158,-21.33,177.45000000000005,0.9199999999999999,-176.22000000000003,-0.14307999999999998,-2.3800000000000026,14,9.379999999999995,14.320000000000007,10.309999999999995,12.670000000000002,10.309999999999988,13.43,2.519999999999996,10.229999999999997,1.190000000000012,10.059999999999995,1.3800000000000097,-3.6400000000000006,16.779999999999994,11.870000000000005,1,1.0
-0.15000000000000002,0.4960545193687236,7.67,-60.2800000000002,-9.750000000000002,156.05000000000007,0.11539,-0.6500000000000021,-4,-6.299999999999997,-10.299999999999997,-8.939999999999998,-11.399999999999999,-7.640000000000001,-13.280000000000001,-3.1099999999999994,-5.0800000000000125,-3.069999999999993,-10.830000000000005,-1.8700000000000045,1.8999999999999986,-10.069999999999993,-4.650000000000006,-1,0.0
0.13,0.18599033816425115,-7.0,21.920000000000073,-65.67,457.2499999999999,-0.11538,1.5,-1,-1.5100000000000051,2.980000000000004,3.1899999999999977,2.6300000000000026,0.6200000000000045,3.8200000000000003,0.13000000000000966,4.660000000000004,-0.28000000000000114,1.7800000000000011,1.3000000000000114,-4.529999999999999,2.539999999999999,4.269999999999996,-1,0.5
0.16999999999999993,0.6992409867172678,-1.67,68.82999999999993,-9.67,200.5,-0.17391,-1.7399999999999984,3,4.079999999999998,3.260000000000005,2.6499999999999986,3.8299999999999983,4.609999999999999,0.480000000000004,5.700000000000003,-0.21999999999999886,-0.47999999999998977,3.3900000000000006,4.309999999999988,0.019999999999999574,5.060000000000002,3.259999999999998,1,1.0
0.09999999999999998,0.43686868686868685,-9.0,175.0,-26.340000000000003,440.33,0.34783,1.4800000000000004,-2,3.0400000000000063,3.0,1.5200000000000102,5.480000000000004,4.739999999999995,3.6899999999999977,-1.8700000000000045,-4.789999999999992,5.609999999999999,6.650000000000006,-1.519999999999996,-0.16999999999999815,2.5,-7.359999999999999,1,1.0
-0.14,-1.282085561497326,3.25,-90.5,3.25,-29.84,0.30435,1.7399999999999984,-6,-1.1299999999999955,-0.8299999999999983,-3.0899999999999963,-1.6099999999999994,-0.04000000000000625,-0.740000000000002,-5.13000000000001,-4.260000000000005,4.089999999999989,-2.519999999999996,-4.309999999999988,-0.389999999999997,-3.1899999999999977,-3.9200000000000017,1,1.0
-0.07000000000000006,-1.0197132616487452,10.58,-196.67000000000007,19.92,-269.66999999999996,-0.21738999999999997,-1.4800000000000004,-1,-0.09000000000000341,-0.5699999999999932,-1.960000000000008,-3.260000000000005,-0.1700000000000017,-3.9499999999999957,2.4399999999999977,0.30999999999998806,-2.0,-5.780000000000001,1.519999999999996,-0.1999999999999993,-0.6299999999999955,6.699999999999996,1,0.5
-0.24000000000000005,-1.355194805194805,21.58,-334.33000000000004,9.24,-65.33,-0.21739,2.080000000000002,-10,-3.4799999999999898,-3.6500000000000057,-5.699999999999996,-1.5600000000000023,-0.6099999999999994,-5.520000000000003,-10.650000000000006,-4.739999999999995,4.0,-0.519999999999996,-9.08999999999999,-0.9499999999999993,-2.759999999999998,-6.530000000000001,-1,0.0
-0.06,-0.21671826625387003,29.67,-353.16999999999996,25.33,-281.16999999999996,-0.30435,1.0800000000000018,-5,-1.6500000000000057,-2.6899999999999977,-1.6499999999999986,-2.6099999999999994,-1.0499999999999972,-0.7000000000000028,-0.03999999999999204,0.04000000000000625,-2.259999999999991,-0.7900000000000063,-1.9500000000000028,0.629999999999999,1.9300000000000068,2.039999999999999,-1,0.0
-0.24999999999999994,-0.7759216589861753,1.92,-41.32999999999993,13.92,-306.0,0.34782,2.0,-5,-5.819999999999993,-7.13000000000001,-4.0,-5.959999999999994,-6.309999999999988,-3.3900000000000006,-1.6500000000000057,-2.309999999999988,-2.430000000000007,-6.910000000000004,-0.9599999999999937,0.7199999999999989,-7.039999999999999,-4.049999999999997,-1,0.0
-0.06000000000000005,1.322222222222222,1.25,39.75,18.92,-187.25,-0.30434999999999995,1.0399999999999991,2,-0.12999999999999545,3.569999999999993,3.780000000000001,-5.310000000000002,2.0400000000000063,0.05000000000000426,4.659999999999997,5.1299999999999955,-6.52000000000001,-3.1300000000000097,2.8200000000000074,-2.830000000000002,0.480000000000004,5.859999999999999,-1,0.0
-0.14000000000000007,-0.5513227513227514,19.08,-279.33000000000004,14.74,-205.32999999999998,-0.95652,0.9100000000000001,-4,-1.039999999999992,-2.6500000000000057,-1.5300000000000011,0.47999999999998977,-0.6500000000000057,-4.43,-4.569999999999993,-0.6099999999999994,-1.8299999999999983,2.8700000000000045,-4.439999999999998,-0.8000000000000007,-2.3300000000000054,-7.270000000000003,1,1.0
-0.2,-1.3672248803827751,-6.25,122.5,-16.59,305.5,0.21739,2.2600000000000016,-10,-2.309999999999988,-3.700000000000003,-5.779999999999994,-4.259999999999991,-1.9599999999999937,-3.440000000000005,-4.13000000000001,-5.1299999999999955,1.0899999999999892,-1.8299999999999983,-3.9099999999999966,-0.759999999999998,-4.969999999999999,-5.5,-1,0.0
0.20999999999999996,2.8235294117647056,-14.329999999999998,336.08000000000004,-2.66,120.41,-0.6956500000000001,-0.5600000000000023,7,4.219999999999999,6.609999999999999,7.13000000000001,-3.0,7.0,4.960000000000001,3.739999999999995,7.340000000000003,4.739999999999995,5.170000000000002,4.0,-2.150000000000002,3.799999999999997,9.89,1,1.0
0.21999999999999997,1.0532879818594099,-48.58,666.0,-48.58,624.0,-0.08695000000000008,-0.9499999999999993,7,8.219999999999999,7.039999999999999,6.390000000000008,10.829999999999998,6.780000000000001,8.519999999999996,0.6500000000000057,0.3400000000000034,11.740000000000002,13.960000000000008,3.739999999999995,2.150000000000002,6.689999999999998,-1.8200000000000003,1,1.0
